site_ID,lat,lon,site_type
ABBT0096181,53.73,-113.95,311
ABBT0051794,53.82,-112.95,311
ABBT0148079,53.87,-113.03,311
ABBT0147358,54.03,-113.35,311
ABBT0124109,53.95,-113.2,311
ABBT0111237,53.91,-113.17,311
ABBT0105329,53.8,-112.95,311
ABBT4210017,53.38,-113.92,311
ABBT0129052,53.74,-112.83,311
ABBT0125601,53.55,-113.67,311
ABBT0056404,53.78,-112.83,311
ABBT0054551,53.78,-112.83,311
ABBT0051793,53.74,-112.83,311
ABBT0051371,53.74,-112.84,311
ABBT0049013,53.76,-112.98,311
ABBT0058803,53.76,-112.92,311
ABBT0092868,53.79,-112.97,311
ABBT0098754,53.78,-112.95,311
ABBT0145526,54.44,-113.97,311
ABBT0115521,53.77,-112.86,311
ABBT0113452,53.96,-113.31,311
ABBT0110730,53.8,-112.91,311
ABBT0110729,53.8,-112.91,311
ABBT0108217,53.78,-112.9,311
ABBT0105957,53.79,-112.81,311
ABBT0130041,53.76,-112.84,311
ABBT0128258,53.77,-112.79,311
ABBT0128257,53.77,-112.79,311
ABBT0128255,53.77,-112.79,311
ABBT0128254,53.77,-112.79,311
ABBT0124412,53.8,-112.85,311
ABBT0159955,54.44,-113.01,311
ABBT0148985,54.43,-113.81,311
ABBT0155782,54.46,-113,311
ABBT0157837,54.45,-113.83,311
ABBT0157534,53.53,-113.75,311
ABBT0150915,53.87,-113.05,311
ABBT0144092,53.89,-113.06,311
ABBT0126879,53.15,-113.87,311
ABBT0110017,53.54,-113.7,311
ABBT0110007,53.53,-113.66,311
ABBT0156052,55.04,-113.43,311
ABBT0096988,54.39,-112.4,311
ABBT0159968,54.33,-112.55,311
ABBT0157968,54.48,-113.28,311
ABBT0094220,54.6,-113.65,311
ABBT0088850,54.68,-113.73,311
ABBT0730002,53.69,-112.56,311
ABBT0160520,54.03,-112.56,311
ABBT1500006,54.63,-113.67,311
ABBT0094095,53.12,-112.86,311
ABBT0091262,53.12,-112.87,311
ABBT0090498,53.12,-112.86,311
ABBT0158256,54.24,-113.97,311
ABBT0113050,54.04,-113.53,311
ABBT0117081,53.8,-113.88,311
ABBT0096787,53.03,-113.69,311
ABBT0113279,53.82,-113.86,311
ABBT0130395,54.09,-112.43,311
ABBT0131242,54.05,-112.4,311
ABBT0131707,54.08,-112.43,311
ABBT0113152,54.08,-112.43,311
ABBT0159868,54.06,-112.42,311
ABBT0143119,54.06,-112.45,311
ABBT0143008,54.06,-112.45,311
ABBT0135131,54.05,-112.46,311
ABBT0133851,54.06,-112.46,311
ABBT0133852,54.09,-112.45,311
ABBT0157894,54.07,-112.41,311
ABBT0133216,53.84,-112.98,321
ABBT0132449,53.78,-112.88,321
ABBT0160913,54.44,-113.09,321
ABBT0160463,54.43,-113.21,321
ABBT0159079,54.44,-113.16,321
ABBT0127998,53.78,-112.89,321
ABBT0116150,53.78,-112.89,321
ABBT0116149,53.81,-112.89,321
ABBT0116148,53.77,-112.85,321
ABBT0115942,53.97,-113.3,321
ABBT0158724,54.41,-113.76,321
ABBT0158507,54.44,-112.98,321
ABBT0157316,54.47,-113.13,321
ABBT0154239,54.43,-113.2,321
ABBT0150699,54.47,-113.21,321
ABBT0116151,53.78,-112.9,321
ABBT0124677,53.8,-112.91,321
ABBT0122338,53.78,-112.88,321
ABBT0122337,53.78,-112.87,321
ABBT0133980,53.82,-112.92,322
ABBT0132853,53.98,-113.3,322
ABBT0132718,53.94,-113.27,322
ABBT0130042,53.81,-112.91,322
ABBT0132719,53.96,-113.27,322
ABBT0132720,53.93,-113.12,322
ABBT0126935,54,-113.3,322
ABBT0137716,53.99,-113.32,322
ABBT0133805,53.89,-113.05,322
ABBT0159301,54.56,-112.37,322
ABBT0160813,53.91,-112.54,322
ABBT0156309,55.08,-113.48,322
ABBT0158598,55.07,-113.46,322
ABBT0161372,55.07,-113.46,322
ABBT0107963,53.95,-113.3,322
ABBT0108530,53.94,-113.2,322
ABBT0156033,55.08,-113.46,322
ABBT0103358,53.28,-113.07,322
ABBT0103357,53.32,-113.08,322
ABBT0085971,53.08,-112.84,322
ABBT0109561,53.93,-113.16,322
ABBT0160272,53.91,-112.56,322
ABBT0153854,54.46,-113.93,322
ABBT0151619,54.46,-113.96,322
ABBT0149860,53.83,-112.84,322
ABBT0111802,53.92,-113.17,322
ABBT7700089,53.82,-112.89,322
ABBT8480001,53.96,-112.78,322
ABBT0116290,53.93,-113.11,322
ABBT0159490,54.41,-112.63,322
ABBT0153931,54.41,-112.98,322
ABBT0096215,53.91,-113.09,322
ABBT0144671,53.23,-113.61,322
ABBT0077868,53.34,-113.74,322
ABBT0159956,54.57,-112.69,322
ABBT0155904,53.91,-112.61,322
ABBT0154530,53.89,-112.57,322
ABBT0125041,53.31,-113.7,322
ABBT0143324,53.82,-112.99,322
ABBT0131786,53.94,-113.14,322
ABBT0129132,53.84,-112.95,322
ABBT0119461,53.92,-113.2,322
ABBT0119072,53.79,-112.92,322
ABBT0114911,53.94,-113.2,322
ABBT0112884,53.9,-113.15,322
ABBT0098049,53.87,-113.09,322
ABBT0061234,53.83,-112.97,322
ABBT0062210,53.74,-113.68,322
ABBT0058820,53.46,-113.72,322
ABBT0090027,53.55,-113.73,322
ABBT0132721,53.49,-113.87,322
ABBT0155561,53.51,-113.73,322
ABBT0700001,53.46,-113.63,322
ABBT9940001,53.46,-113.76,322
ABBT0120049,53.81,-113.88,322
ABBT0127318,53.83,-113.87,322
ABBT9360001,53.06,-113.69,322
ABBT0159339,54.07,-112.43,322
ABBT1510001,53.04,-113.92,322
ABBT4180001,53.2,-113.84,322
ABBT0042250,53.74,-113,322
ABBT0041497,53.94,-113.06,322
ABBT0043523,53.97,-113.12,322
ABBT0043526,53.88,-112.96,322
ABBT0126068,53.92,-113.08,322
ABBT0126069,53.9,-112.97,322
ABBT0126070,53.94,-113.02,322
ABBT7700060,53.97,-113.13,322
ABBT7700062,53.91,-112.98,322
ABBT0127466,53.27,-113.75,322
ABBT0043527,53.85,-113.04,322
ABBT0155000,54.4,-112.99,322
ABBT0158334,54.47,-113.49,322
ABBT0158616,54.46,-113.36,322
ABBT0158617,54.45,-113.48,322
ABBT0159148,54.33,-113.85,322
ABBT0159964,54.47,-113.16,322
ABBT0160261,54.47,-113.46,322
ABBT0160557,54.46,-113.36,322
ABBT0131507,53.72,-113.91,322
ABBT7700109,53.92,-113.05,322
ABBT0142380,54.05,-112.03,322
ABBT0149421,53.93,-112.53,322
ABBT0135158,54.03,-112.04,322
ABBT6830813,53.88,-113.55,322
ABBT3670005,53.86,-113.44,322
ABBT3640003,53.83,-113.48,322
