site_ID,lat,lon,site_type
ABBT0096891,49.88,-112.54,311
ABBT8430017,49.34,-111.86,311
ABBT0113962,49.39,-111.86,311
ABBT0113858,49.4,-111.85,311
ABBT0097831,49.38,-111.85,311
ABBT0129321,49.38,-111.86,311
ABBT0129328,49.38,-111.83,311
ABBT8430011,49.35,-111.86,311
ABBT8430004,49.38,-111.85,311
ABBT0149656,49.35,-111.87,311
ABBT0129323,49.4,-111.86,311
ABBT0144632,50.7,-111.86,311
ABBT0143953,49.38,-111.86,311
ABBT0134433,50.67,-112.14,311
ABBT5770043,50.25,-113,311
ABBT0043628,50.27,-112.98,311
ABBT0043589,50.28,-112.98,311
ABBT0052704,49.53,-111.83,311
ABBT0128359,50.07,-112.62,311
ABBT0083856,50.07,-112.64,311
ABBT0068359,50.07,-112.72,311
ABBT0130565,50.37,-110.77,311
ABBT0083687,50.07,-112.6,311
ABBT0096852,50.6,-110.82,311
ABBT0144256,50.51,-111.23,311
ABBT0143529,50.97,-111.87,311
ABBT0053344,50.68,-110.98,311
ABBT0138495,50.16,-112.01,311
ABBT0067944,50.7,-111.03,311
ABBT0087737,50.41,-110.83,311
ABBT0087746,50.6,-110.82,311
ABBT0066801,50.98,-111.83,311
ABBT0066799,50.99,-111.82,311
ABBT0062272,50.98,-111.83,311
ABBT0059950,50.67,-111.76,311
ABBT0053427,49.38,-111.85,311
ABBT0047365,50.96,-111.8,311
ABBT0044496,50.7,-111.86,311
ABBT0138142,50.58,-112.89,311
ABBT0153775,49.9,-111.74,311
ABBT0081980,50.37,-112.25,311
ABBT0128929,50.11,-112.33,311
ABBT0125938,50.5,-111.31,311
ABBT0125967,50.44,-111.29,311
ABBT0126940,50.5,-111.31,311
ABBT0126944,50.51,-111.31,311
ABBT0042733,49.85,-112.2,311
ABBT0040574,49.85,-112.2,311
ABBT0078338,49.65,-111.99,311
ABBT0068240,49.86,-112.2,311
ABBT0068239,49.86,-112.19,311
ABBT0046858,49.64,-111.99,311
ABBT0124371,50.07,-112.71,311
ABBT0125324,50.08,-112.85,311
ABBT0124887,50.08,-112.96,311
ABBT0124808,50.08,-112.9,311
ABBT0124807,50.08,-112.94,311
ABBT0124806,50.08,-112.93,311
ABBT3360006,50.26,-112.11,311
ABBT3360048,50.16,-112,311
ABBT7780016,50.11,-112.43,311
ABBT0044551,50.12,-112.43,311
ABBT0124424,49.32,-110.59,311
ABBT0149123,49.98,-111.9,311
ABBT0146893,50.03,-111.89,311
ABBT0134663,50.62,-112.47,311
ABBT0130021,49.8,-111.28,311
ABBT0109544,50.53,-112.73,311
ABBT0087303,50.09,-112.99,311
ABBT0084559,50.08,-112.91,311
ABBT0111073,49.01,-112.07,311
ABBT0082875,50.08,-112.97,311
ABBT0081724,50.08,-112.93,311
ABBT0084013,50.08,-113,311
ABBT0113261,50.07,-112.73,311
ABBT0095578,50.08,-112.95,311
ABBT0094459,50.07,-112.72,311
ABBT0092731,50.08,-112.86,311
ABBT0092730,50.08,-112.85,311
ABBT0090664,50.08,-112.85,311
ABBT0133145,49.94,-112.67,311
ABBT0100486,49.95,-112.68,311
ABBT0159895,49.36,-110.56,311
ABBT0131534,50.44,-112.39,311
ABBT0112274,49.58,-111.31,311
ABBT0430015,50.28,-111.99,311
ABBT0064994,49.65,-112.97,311
ABBT0075775,50.1,-111.75,311
ABBT9981956,49.91,-111.87,311
ABBT0155004,50.66,-112.61,311
ABBT0104569,50.27,-112.94,311
ABBT0079584,50.12,-112.26,311
ABBT0081156,50.17,-112.15,311
ABBT0128687,50.11,-112.25,311
ABBT0068820,50.3,-111.99,311
ABBT0076278,50.54,-112.07,311
ABBT0080003,50.72,-112.28,311
ABBT0080005,50.91,-112.29,311
ABBT0155535,50.76,-111.06,311
ABBT0147408,50.28,-111.58,311
ABBT0126624,50.28,-111.56,311
ABBT0124545,50.32,-111.6,311
ABBT0121579,50.33,-111.59,311
ABBT0119044,50.34,-111.6,311
ABBT0113360,50.34,-111.59,311
ABBT0112841,50.4,-111.41,311
ABBT0112840,50.36,-111.4,311
ABBT0121578,50.28,-111.57,311
ABBT0158520,49.41,-110.83,311
ABBT0159577,50.68,-112.97,311
ABBT0146038,49.91,-111.79,311
ABBT0155120,49.98,-111.67,311
ABBT0155952,49.98,-111.67,311
ABBT0150489,50.86,-111.87,311
ABBT0149483,50.85,-111.84,311
ABBT0149333,50.87,-111.8,311
ABBT0105631,50.96,-111.89,311
ABBT0133298,50.07,-112.88,311
ABBT0065587,49.44,-110.58,311
ABBT0065719,49.43,-110.6,311
ABBT0153769,50.68,-112.03,311
ABBT0095751,50.51,-111.35,311
ABBT0096377,50.63,-112.87,311
ABBT0099053,50.25,-112.1,311
ABBT0100239,50.99,-111.86,311
ABBT0133291,50.79,-112.06,311
ABBT0098233,50.27,-112.12,311
ABBT0148924,50.09,-110.61,311
ABBT0087843,50.95,-111.88,311
ABBT0116882,49.91,-110.71,311
ABBT0100176,50.64,-112.75,311
ABBT7440054,50.57,-111.34,311
ABBT0083306,50.95,-111.89,311
ABBT0126262,50.86,-112.17,311
ABBT0128073,50.86,-112.35,311
ABBT0130928,50.24,-111.48,311
ABBT0131408,50.66,-112.11,311
ABBT9820036,50.98,-112.35,311
ABBT0093667,50.46,-111.36,311
ABBT9820031,50.99,-112.38,311
ABBT0125912,50.64,-111.98,311
ABBT0091438,50.53,-112.42,311
ABBT0089686,50.98,-111.86,311
ABBT0089789,50.99,-111.84,311
ABBT0118359,50.68,-112.09,311
ABBT0119351,50.2,-111.93,311
ABBT0119637,50.68,-111.89,311
ABBT0122653,50.28,-111.74,311
ABBT0125086,50.97,-112.34,311
ABBT0125347,50.65,-112.14,311
ABBT0144480,50.34,-111.42,311
ABBT0151658,50.87,-111.94,311
