site_ID,lat,lon,site_type
ABBT0118196,53.29,-114.72,311
ABBT0095255,53.36,-115.38,311
ABBT0118197,53.29,-114.72,311
ABBT0107710,53.12,-114.35,311
ABBT0099855,53.04,-114.4,311
ABBT0123211,53.29,-114.72,311
ABBT6500031,53.78,-115.67,311
ABBT0159018,53.71,-115.67,311
ABBT0133752,53.3,-114.44,311
ABBT0091886,53.14,-115.29,311
ABBT0095011,53.14,-115.29,311
ABBT0095284,53.13,-115.15,311
ABBT0155855,53.12,-114.23,311
ABBT0148370,53.8,-115.23,311
ABBT0110227,53.08,-114.33,311
ABBT0041377,53.02,-114.17,311
ABBT0040870,53.16,-115.94,311
ABBT0086102,53.7,-114.83,311
ABBT0065025,53.06,-115.9,311
ABBT0062179,53.84,-115.6,311
ABBT0062001,53.06,-114.86,311
ABBT0058623,53.13,-115.85,311
ABBT0054892,53.17,-115.73,311
ABBT0048596,53.28,-116.16,311
ABBT0154696,54.05,-116.78,311
ABBT0143048,53.31,-115.52,311
ABBT0142791,54.08,-116.81,311
ABBT0139615,53.2,-115.38,311
ABBT0139608,53.2,-115.37,311
ABBT0134263,54.06,-116.78,311
ABBT0128812,53.37,-115.5,311
ABBT0128247,53.08,-114.34,311
ABBT0138922,53.2,-115.4,311
ABBT6850119,53.18,-114.7,311
ABBT2710036,53.46,-115.53,311
ABBT0159974,54.05,-116.84,311
ABBT0114701,53.04,-115.39,311
ABBT0123023,53.03,-115.36,311
ABBT0123022,53.03,-115.36,311
ABBT0097698,53.52,-116.04,311
ABBT0094676,53.1,-115.79,311
ABBT0092209,53.1,-116.04,311
ABBT0092087,53.84,-116.13,311
ABBT0086169,53.17,-116.24,311
ABBT0081422,53.32,-116.03,311
ABBT0099146,53.11,-115.96,311
ABBT0103888,53.22,-116.09,311
ABBT0100733,53.12,-115.99,311
ABBT0100439,53.22,-116.02,311
ABBT0099235,53.07,-115.91,311
ABBT0124420,53.67,-116.23,311
ABBT0090194,53.98,-116.99,311
ABBT0086610,53.83,-115.58,311
ABBT0089612,53.82,-115.57,311
ABBT0099224,53.78,-117.55,311
ABBT0099225,53.79,-117.53,311
ABBT0121066,53.8,-117.51,311
ABBT0121061,53.79,-117.51,311
ABBT3200048,53.51,-116.48,311
ABBT0111227,53.67,-116.57,311
ABBT0111226,53.66,-116.55,311
ABBT0099601,53.64,-116.42,311
ABBT0097283,53.66,-116.44,311
ABBT0094369,53.64,-116.42,311
ABBT0066735,53.99,-114.69,311
ABBT0064000,53.71,-116.54,311
ABBT0056240,53.56,-116.47,311
ABBT3200074,53.69,-116.55,311
ABBT0119452,53.66,-116.51,311
ABBT3200011,53.48,-116.45,311
ABBT0133841,53.64,-116.47,311
ABBT0129297,53.66,-116.56,311
ABBT0128877,53.7,-116.55,311
ABBT0126641,53.68,-116.57,311
ABBT0124054,53.68,-116.56,311
ABBT0122722,53.66,-116.51,311
ABBT0120670,53.93,-114.36,311
ABBT0114002,53.66,-116.18,311
ABBT0113905,53.36,-115.76,311
ABBT0113262,53.67,-116.2,311
ABBT0114088,53.36,-115.76,311
ABBT0112003,53.14,-114.61,311
ABBT0111680,53.36,-115.76,311
ABBT0110582,53.24,-114.49,311
ABBT0110200,53.08,-114.24,311
ABBT0108861,53.14,-114.53,311
ABBT0108843,53.09,-114.39,311
ABBT0107812,53.12,-114.41,311
ABBT0107750,53.24,-114.51,311
ABBT0114089,53.36,-115.76,311
ABBT0123109,53.7,-116.23,311
ABBT0122944,53.7,-116.24,311
ABBT0121210,53.11,-114.42,311
ABBT0121175,53.63,-116.19,311
ABBT0120667,53.44,-115.86,311
ABBT0114380,53.09,-114.34,311
ABBT0118283,53.2,-114.77,311
ABBT0118279,53.14,-114.54,311
ABBT0116746,53.63,-116.49,311
ABBT0116344,53.14,-114.54,311
ABBT0118282,53.2,-114.77,311
ABBT0107741,53.11,-114.54,311
ABBT0103706,53.33,-115.45,311
ABBT0102308,53.08,-114.79,311
ABBT6850218,53.31,-115.57,311
ABBT6850156,53.31,-115.57,311
ABBT0120436,53.35,-115.76,311
ABBT0120437,53.35,-115.76,311
ABBT0128126,53.25,-114.57,311
ABBT0129399,53.36,-115.83,311
ABBT0127885,53.22,-114.44,311
ABBT0127377,53.14,-114.56,311
ABBT0126480,53.34,-115.76,311
ABBT0127376,53.14,-114.56,311
ABBT0124641,53.36,-115.83,311
ABBT0126479,53.34,-115.76,311
ABBT0106694,53.28,-114.66,311
ABBT6851168,53.27,-114.61,311
ABBT0098816,53.21,-115.5,311
ABBT0097618,53.18,-115.53,311
ABBT0144898,53.18,-115.85,311
ABBT0143384,53.25,-115.75,311
ABBT0140168,53.21,-115.65,311
ABBT0137317,53.25,-115.68,311
ABBT0136189,53.19,-115.74,311
ABBT0115590,53.21,-115.6,311
ABBT0099302,53.23,-115.67,311
ABBT0056681,53.62,-116.37,311
ABBT0094470,53.01,-115.84,311
ABBT0081583,53.2,-115.35,311
ABBT0094077,53.11,-114.83,311
ABBT0081582,53.2,-115.36,311
ABBT0050517,53.15,-115.08,311
ABBT0130860,53.25,-114.6,311
ABBT0082960,53.61,-115.95,311
ABBT0064396,53.2,-115.34,311
ABBT0062615,53.1,-114.77,311
ABBT0058790,53.1,-115.35,311
ABBT0052707,53.09,-114.75,311
ABBT0046924,53.46,-115.57,311
ABBT0099258,53.85,-116.44,311
ABBT7060088,53.75,-116.59,311
ABBT0114317,53.39,-115.77,311
ABBT0133792,53.57,-115.45,311
ABBT0142407,53.48,-115.67,311
ABBT0143041,53.48,-115.65,311
ABBT0120463,53.47,-115.42,311
ABBT0153938,53.63,-116.17,311
ABBT0106196,54.02,-116.98,311
ABBT0160673,53.99,-117.04,311
ABBT0126185,53.62,-115.4,311
ABBT0040660,54.03,-117.02,311
ABBT0054994,53.64,-115.89,311
ABBT0111859,53.32,-115.15,311
ABBT0113440,53.1,-114.42,311
ABBT0096442,53.01,-115.4,311
ABBT0127452,53.05,-115.57,311
ABBT0116426,53.32,-115.15,311
ABBT0127033,53.03,-115.53,311
ABBT0116318,53.07,-115.42,311
ABBT0114871,53.31,-115.39,311
ABBT0135095,53.27,-115.52,311
ABBT0105513,53.07,-115.43,311
ABBT0097275,53.42,-115.43,311
ABBT0136022,53.28,-115.57,311
ABBT0113169,53.07,-114.73,311
ABBT0110747,53.33,-114.78,311
ABBT6850651,53.34,-114.84,311
ABBT0160507,53.28,-115.51,311
ABBT0160347,53.24,-115.57,311
ABBT0158527,53.03,-115.42,311
ABBT0107711,53.3,-114.73,311
ABBT0143375,53.23,-115.55,311
ABBT0140046,53.39,-115.6,311
ABBT0124662,53.16,-114.69,311
ABBT0124174,53.19,-114.73,311
ABBT0118570,53.19,-114.73,311
ABBT0114845,53.17,-114.71,311
ABBT0112675,53.17,-114.71,311
ABBT0107931,53.09,-114.39,311
ABBT0106834,53.09,-114.39,311
ABBT0155433,53.18,-115.2,311
ABBT0141976,53.44,-115.17,311
ABBT6851331,53.19,-114.72,311
ABBT0057124,53.56,-116.25,311
ABBT0138304,53.27,-115.66,311
ABBT0140916,53.3,-115.33,311
ABBT6851332,53.19,-114.73,311
ABBT0058353,53.76,-115.96,311
ABBT0130309,53.09,-116.16,311
ABBT0048258,53.5,-115.05,311
ABBT0056294,53.29,-114.82,311
ABBT6850943,53.21,-114.75,311
ABBT0122767,53.16,-116,311
ABBT0121148,53.16,-115.95,311
ABBT0117524,53.05,-116.02,311
ABBT0115995,53.01,-116.21,311
ABBT6850360,53.18,-114.66,311
ABBT6850217,53.24,-114.85,311
ABBT6850185,53.19,-114.73,311
ABBT6850147,53.21,-114.76,311
ABBT6850051,53.19,-114.71,311
ABBT0158283,53.05,-115.27,311
ABBT0140355,53.06,-114.4,311
ABBT0132501,53.13,-114.61,311
ABBT0102859,54.05,-117.09,311
ABBT0102860,54.04,-117.08,311
ABBT0132048,53.62,-115.97,311
ABBT0130399,53.06,-114.4,311
ABBT0144663,53.17,-115.2,311
ABBT0143300,53.2,-115.16,311
ABBT0047014,53.49,-114.92,311
ABBT0042354,53.47,-114.92,311
ABBT0053557,53.06,-114.21,311
ABBT0050175,53.05,-114.19,311
ABBT0049319,53.02,-114.34,311
