Site ID,"""Measured"" Rate (g/s)",Start Date,End Date,"""Estimated"" Volume Emitted (Kg Methane)"
ABBT0128628,0.05974140954859635,2022-01-19,2022-12-31,1785.9335936095588
ABBT0128628,0.006004073929771711,2022-01-19,2022-12-31,179.4881876861675
ABBT0128628,0.4380743997187902,2022-01-19,2022-12-31,13095.971334953403
ABBT0128628,0.03963426084336848,2022-01-19,2022-12-31,1184.8424473559946
ABBT0128628,0.4892028720359411,2022-01-19,2022-12-31,14624.426337791238
ABBT0128628,0.11241906964176883,2022-01-19,2022-12-31,3360.7006354988944
ABBT0128628,0.010278748354528789,2022-01-19,2022-12-31,307.2770148096254
ABBT0128628,2.0206586298788034,2022-01-19,2022-12-31,60406.3773450489
ABBT0128628,0.012372947695571495,2022-01-19,2022-12-31,369.8818475904925
ABBT0140721,0.6803453042932687,2022-05-20,2022-12-31,13225.912715461143
ABBT0140721,0.021072306777436028,2022-05-20,2022-12-31,409.6456437533564
ABBT0140721,0.021072306777436028,2022-05-20,2022-12-31,409.6456437533564
ABBT0140721,0.025558666224412652,2022-05-20,2022-12-31,496.860471402582
ABBT0140721,0.126854065842046,2022-05-20,2022-12-31,2466.043039969374
ABBT0140721,0.029722376252421783,2022-05-20,2022-12-31,577.8029943470796
ABBT0140721,0.12318219550580267,2022-05-20,2022-12-31,2394.661880632804
ABBT0140721,0.11658252508533423,2022-05-20,2022-12-31,2266.3642876588974
ABBT0140721,0.06343404632409161,2022-05-20,2022-12-31,1233.157860540341
ABBT0140721,0.28649671415850597,2022-05-20,2022-12-31,5569.496123241357
ABBT0140721,0.21705770500783964,2022-05-20,2022-12-31,4219.601785352403
ABBT0140721,0.14427205641962215,2022-05-20,2022-12-31,2804.6487767974545
ABBT0140721,0.46247538429191454,2022-05-20,2022-12-31,8990.52147063482
ABBT0140721,0.06789670677089303,2022-05-20,2022-12-31,1319.9119796261607
ABBT0140721,0.024330191270706212,2022-05-20,2022-12-31,472.97891830252877
ABBT0140721,0.013689439419637297,2022-05-20,2022-12-31,266.1227023177491
ABBT0140721,1.3084999106680795,2022-05-20,2022-12-31,25437.238263387466
ABBT0140721,0.042516205866260426,2022-05-20,2022-12-31,826.5150420401027
ABBT0140721,0.03859184387162325,2022-05-20,2022-12-31,750.2254448643561
ABBT0140721,0.7184401642945092,2022-05-20,2022-12-31,13966.476793885258
ABBT0140721,0.038120803747999844,2022-05-20,2022-12-31,741.068424861117
ABBT0140721,0.3754529476861214,2022-05-20,2022-12-31,7298.805303018201
ABBT0140721,0.3754529476861214,2022-05-20,2022-12-31,7298.805303018201
ABBT0140721,0.25135023278483937,2022-05-20,2022-12-31,4886.248525337277
ABBT0140721,0.10524810487688464,2022-05-20,2022-12-31,2046.0231588066376
ABBT0140721,0.04126207914598211,2022-05-20,2022-12-31,802.1348185978921
ABBT0140721,0.35026367565579425,2022-05-20,2022-12-31,6809.12585474864
ABBT0146873,0.015855979638455284,2022-06-24,2022-12-31,260.29176174488197
ABBT0146873,0.500678257233974,2022-06-24,2022-12-31,8219.134270752917
ABBT0146873,0.32522929266348577,2022-06-24,2022-12-31,5338.964068363783
ABBT0146873,0.07617188480994952,2022-06-24,2022-12-31,1250.4376610401314
ABBT0146873,0.06091916564641841,2022-06-24,2022-12-31,1000.0490232516046
ABBT0146873,4.412831382738072,2022-06-24,2022-12-31,72441.0399790282
ABBT0146873,4.412831382738072,2022-06-24,2022-12-31,72441.0399790282
ABBT0146873,0.5113264258433461,2022-06-24,2022-12-31,8393.93460664437
ABBT0146873,0.057676823955088934,2022-06-24,2022-12-31,946.82274204674
ABBT0146873,0.037563726100561225,2022-06-24,2022-12-31,616.6461276668131
ABBT0146873,0.037563726100561225,2022-06-24,2022-12-31,616.6461276668131
ABBT0146873,0.1713253594848713,2022-06-24,2022-12-31,2812.4771013036475
ABBT0146873,0.41058339620612616,2022-06-24,2022-12-31,6740.137032119767
ABBT0146873,0.045473021267226875,2022-06-24,2022-12-31,746.4851171227964
ABBT0146873,0.021905520787554734,2022-06-24,2022-12-31,359.6010292484985
ABBT0146873,1.9527460965216132,2022-06-24,2022-12-31,32056.279920498804
ABBT0146873,0.04007643325736514,2022-06-24,2022-12-31,657.8947283529061
ABBT0146873,0.07939017906938409,2022-06-24,2022-12-31,1303.2691796030092
ABBT0146873,0.016420260651421617,2022-06-24,2022-12-31,269.5549988537373
ABBT0146873,0.034734624618185134,2022-06-24,2022-12-31,570.2035977321273
ABBT0146873,0.09500745196697354,2022-06-24,2022-12-31,1559.6423314898375
ABBT0146873,0.816907130714381,2022-06-24,2022-12-31,13410.347457807278
ABBT0146873,0.012812038446172154,2022-06-24,2022-12-31,210.32242313236208
ABBT0146873,0.07945259439338456,2022-06-24,2022-12-31,1304.293789561801
ABBT0146873,1.5369390589198417,2022-06-24,2022-12-31,25230.391591228123
ABBT0146873,0.32376228397368884,2022-06-24,2022-12-31,5314.8816537120765
ABBT0143276,0.31373717648726573,2022-01-19,2022-12-31,9378.984648780917
ABBT0143276,0.007434967289534249,2022-01-19,2022-12-31,222.26388614025268
ABBT0143276,0.014261109103044258,2022-01-19,2022-12-31,426.3272999700463
ABBT0143276,0.027123709381243134,2022-01-19,2022-12-31,810.8470177266348
ABBT0143276,0.4965468431147691,2022-01-19,2022-12-31,14843.969946810155
ABBT0143276,0.12204717007487136,2022-01-19,2022-12-31,3648.5269210862343
ABBT0143276,0.6061857972644756,2022-01-19,2022-12-31,18121.56069774314
ABBT0143276,0.006373997564821861,2022-01-19,2022-12-31,190.54683280181067
ABBT0143276,0.5686009449742405,2022-01-19,2022-12-31,16997.984089437938
ABBT0143276,0.006268428250302056,2022-01-19,2022-12-31,187.3909014858298
ABBT0143276,0.26367652429988825,2022-01-19,2022-12-31,7882.451488030581
ABBT0143276,0.2536374500962853,2022-01-19,2022-12-31,7582.3393881583925
ABBT0143276,0.02472667431996245,2022-01-19,2022-12-31,739.1890927906854
ABBT0143276,2.6056153864789477,2022-01-19,2022-12-31,77893.30860955626
ABBT0143276,0.04840597580924116,2022-01-19,2022-12-31,1447.0676032317788
ABBT0143276,0.030143086982056408,2022-01-19,2022-12-31,901.1094994763871
ABBT0143276,0.1184829286547409,2022-01-19,2022-12-31,3541.976062376287
ABBT0143276,0.03564874926942101,2022-01-19,2022-12-31,1065.6979701597795
ABBT0143276,0.06263868439623531,2022-01-19,2022-12-31,1872.5458868148169
ABBT0143276,0.02978966521755199,2022-01-19,2022-12-31,890.5441678795862
ABBT0143276,0.8504035437496509,2022-01-19,2022-12-31,25422.303698269567
ABBT0143276,0.8504035437496509,2022-01-19,2022-12-31,25422.303698269567
ABBT0143276,0.03812338851831046,2022-01-19,2022-12-31,1139.6758257217803
ABBT0143276,0.2059006019329117,2022-01-19,2022-12-31,6155.274954423236
ABBT0143276,0.03357762662510279,2022-01-19,2022-12-31,1003.7830013814729
ABBT0143276,0.03553943381879651,2022-01-19,2022-12-31,1062.4300503526306
ABBT0136410,0.014146605311191496,2022-01-20,2022-12-31,421.68201111599615
ABBT0136410,0.014146605311191496,2022-01-20,2022-12-31,421.68201111599615
ABBT0136410,0.02259137980384949,2022-01-20,2022-12-31,673.4038491931456
ABBT0136410,0.4115587719619434,2022-01-20,2022-12-31,12267.74387464161
ABBT0136410,0.3423210877094705,2022-01-20,2022-12-31,10203.906982443898
ABBT0136410,0.012982815131145074,2022-01-20,2022-12-31,386.99175342917243
ABBT0136410,0.007564828660569092,2022-01-20,2022-12-31,225.4924127142435
ABBT0136410,1.6733983873134728,2022-01-20,2022-12-31,49880.65912904
ABBT0136410,16.90001198219678,2022-01-20,2022-12-31,503755.55716532166
ABBT0136410,1.286671724378108,2022-01-20,2022-12-31,38353.11076026265
ABBT0136410,0.005590935518960567,2022-01-20,2022-12-31,166.65460594917658
ABBT0136410,0.010228358550913034,2022-01-20,2022-12-31,304.88691168561576
ABBT0136410,0.055585572587611654,2022-01-20,2022-12-31,1656.8947476915284
ABBT0136410,0.48452516991514993,2022-01-20,2022-12-31,14442.72626483079
ABBT0136410,0.16860667818921765,2022-01-20,2022-12-31,5025.8278634642
ABBT0136410,0.01302675434907799,2022-01-20,2022-12-31,388.30149363731675
ABBT0136410,0.06575732865583372,2022-01-20,2022-12-31,1960.0944525730918
ABBT0136410,12.093931179815284,2022-01-20,2022-12-31,360495.900607934
ABBT0136410,2.7076025967167228,2022-01-20,2022-12-31,80708.21820293208
ABBT0136410,0.007897552978646034,2022-01-20,2022-12-31,235.41025918748102
ABBT0136410,0.01595492284044911,2022-01-20,2022-12-31,475.58434002810714
ABBT0136410,0.02846991765047725,2022-01-20,2022-12-31,848.631305325426
ABBT0103713,0.0075020742523627445,2022-06-01,2022-12-31,138.06217288108206
ABBT0103713,0.022966384483603736,2022-06-01,2022-12-31,422.65496692865634
ABBT0103713,0.047980238353174054,2022-06-01,2022-12-31,882.9899224611328
ABBT0103713,0.007418069131044675,2022-06-01,2022-12-31,136.51620983244138
ABBT0103713,0.0074047523670062315,2022-06-01,2022-12-31,136.2711387604891
ABBT0103713,0.05696373101014462,2022-06-01,2022-12-31,1048.3149345258935
ABBT0103713,0.07058914526693223,2022-06-01,2022-12-31,1299.0661581764073
ABBT0103713,0.029365105751391174,2022-06-01,2022-12-31,540.4119141640022
ABBT0103713,0.18485427313415648,2022-06-01,2022-12-31,3401.9101593425085
ABBT0103713,0.011713170302659821,2022-06-01,2022-12-31,215.55981571390925
ABBT0103713,0.6091468827600479,2022-06-01,2022-12-31,11210.251912809714
ABBT0103713,0.033735106292376874,2022-06-01,2022-12-31,620.8339081198701
ABBT0103713,1.6073220331150642,2022-06-01,2022-12-31,29579.86883982315
ABBT0103713,0.6037916136028412,2022-06-01,2022-12-31,11111.697823455806
ABBT0103713,0.13517155002961928,2022-06-01,2022-12-31,2487.58906950509
ABBT0103713,0.01831593938111463,2022-06-01,2022-12-31,337.0718956185288
ABBT0103713,0.04726735155876081,2022-06-01,2022-12-31,869.8705242061869
ABBT0103713,0.03863011273727707,2022-06-01,2022-12-31,710.9176907266573
ABBT0103713,0.32316381235321184,2022-06-01,2022-12-31,5947.248271498629
ABBT0123053,0.07338560426426705,2022-06-01,2022-12-31,1350.5299523961594
ABBT0123053,0.009182611335923305,2022-06-01,2022-12-31,168.98943293726379
ABBT0123053,2.571216830117744,2022-06-01,2022-12-31,47318.61756802287
ABBT0123053,0.03599934037358518,2022-06-01,2022-12-31,662.5030607631629
ABBT0123053,0.1567760828088642,2022-06-01,2022-12-31,2885.18160714809
ABBT0123053,0.027834147397498933,2022-06-01,2022-12-31,512.2373813856524
ABBT0123053,0.6003496473239468,2022-06-01,2022-12-31,11048.354629632058
ABBT0123053,0.9511867615294779,2022-06-01,2022-12-31,17504.88020977929
ABBT0123053,0.2243189813427108,2022-06-01,2022-12-31,4128.187077446176
ABBT0123053,0.028734554611392033,2022-06-01,2022-12-31,528.8077554243699
ABBT0123053,0.5217832172717365,2022-06-01,2022-12-31,9602.48090409522
ABBT0123053,0.016626182462504007,2022-06-01,2022-12-31,305.97496109395377
ABBT0123053,0.3279212645020792,2022-06-01,2022-12-31,6034.800614884664
ABBT0123053,0.00994141494158502,2022-06-01,2022-12-31,182.95384745297744
ABBT0123053,0.0148502197625609,2022-06-01,2022-12-31,273.29156433436077
ABBT0123053,1.6389451596145348,2022-06-01,2022-12-31,30161.835561418207
ABBT0160676,0.5294870962189075,2022-06-13,2022-12-31,9195.284707776036
ABBT0160676,0.07435844764650329,2022-06-13,2022-12-31,1291.3385452082348
ABBT0160676,0.011156510994436628,2022-06-13,2022-12-31,193.74843253378427
ABBT0160676,0.12115810951180926,2022-06-13,2022-12-31,2104.0801930258845
ABBT0160676,0.024424391293266824,2022-06-13,2022-12-31,424.163748955389
ABBT0160676,0.26850351430630853,2022-06-13,2022-12-31,4662.939430849076
ABBT0160676,1.173545954811612,2022-06-13,2022-12-31,20380.26846964038
ABBT0160676,0.266409599696057,2022-06-13,2022-12-31,4626.575672161604
ABBT0160676,0.2808607109982724,2022-06-13,2022-12-31,4877.539451480398
ABBT0160676,0.029101778077239963,2022-06-13,2022-12-31,505.3931188005801
ABBT0160676,0.09802245748406947,2022-06-13,2022-12-31,1702.297205651344
ABBT0160676,0.08856185161118321,2022-06-13,2022-12-31,1538.0005398204523
ABBT0160676,0.08856185161118321,2022-06-13,2022-12-31,1538.0005398204523
ABBT0160676,0.47191219437263976,2022-06-13,2022-12-31,8195.415932353013
ABBT0160676,0.03243567694804233,2022-06-13,2022-12-31,563.2909401504824
ABBT0160676,0.027212573532723057,2022-06-13,2022-12-31,472.5844369986817
ABBT0160676,1.2298080365505313,2022-06-13,2022-12-31,21357.338285951148
ABBT0160676,0.5874217536096462,2022-06-13,2022-12-31,10201.401141886561
ABBT0160676,0.030953101638489113,2022-06-13,2022-12-31,537.5439442946573
ABBT0160676,0.12367105904378649,2022-06-13,2022-12-31,2147.721079778014
ABBT0160676,0.2904191423171336,2022-06-13,2022-12-31,5043.534993136269
ABBT5710098,0.9643087661499589,2022-01-19,2022-12-31,28827.43197879333
ABBT5710098,0.9643087661499589,2022-01-19,2022-12-31,28827.43197879333
ABBT5710098,0.9643087661499589,2022-01-19,2022-12-31,28827.43197879333
ABBT5710098,0.19400772590628204,2022-01-19,2022-12-31,5799.744561332758
ABBT5710098,0.029803730322170666,2022-01-19,2022-12-31,890.9646357430988
ABBT5710098,1.4964962237401573,2022-01-19,2022-12-31,44736.85671097776
ABBT5710098,0.052997376176039085,2022-01-19,2022-12-31,1584.324762356983
ABBT5710098,0.24657550398347916,2022-01-19,2022-12-31,7371.226746283719
ABBT5710098,0.12868614330115968,2022-01-19,2022-12-31,3846.9950423021883
ABBT5710098,0.007680821037314225,2022-01-19,2022-12-31,229.61353641788637
ABBT5710098,0.25709791423531253,2022-01-19,2022-12-31,7685.787887316128
ABBT5710098,0.05461408162983809,2022-01-19,2022-12-31,1632.655201875032
ABBT5710098,0.011176531907439521,2022-01-19,2022-12-31,334.11571545376006
ABBT5710098,0.06696868053932337,2022-01-19,2022-12-31,2001.9885235147487
ABBT5710098,0.12566268907905098,2022-01-19,2022-12-31,3756.610692404782
ABBT5710098,0.742098910272347,2022-01-19,2022-12-31,22184.60166324565
ABBT5710098,0.06968458869548855,2022-01-19,2022-12-31,2083.1789682984127
ABBT5710098,0.7888737427986234,2022-01-19,2022-12-31,23582.907216719166
ABBT5710098,0.023845620855599686,2022-01-19,2022-12-31,712.8505281056393
ABBT5710098,1.4621430146269558,2022-01-19,2022-12-31,43709.88813646407
ABBT5710098,1.4621430146269558,2022-01-19,2022-12-31,43709.88813646407
ABBT5710098,0.03520020510924885,2022-01-19,2022-12-31,1052.289011617929
ABBT5710098,0.029237240095665,2022-01-19,2022-12-31,874.029750315848
ABBT5710098,0.014671788144275633,2022-01-19,2022-12-31,438.6043035002335
ABBT5710098,0.08437429300552997,2022-01-19,2022-12-31,2522.318864824515
ABBT5710098,0.014954135077086997,2022-01-19,2022-12-31,447.04489564846955
ABBT0154643,1.023886127845126,2022-01-20,2022-12-31,30519.997698807514
ABBT0154643,0.0668305840143435,2022-01-20,2022-12-31,1992.086048299551
