Program Name,Simulation,Mitigated Methane (kg),Total Cost ($),Mitigation Ratio ($/tonne CO2e),Value of Mitigated Methane ($)
P_aircraft,0,67569.70144521601,27750.0,14.667393926181056,11009.56567964144
P_aircraft,1,68220.38553258241,26150.0,13.689875308349325,11115.5858194872
P_aircraft,2,72772.9398400608,25950.0,12.73530678192456,11857.362748884401
P_aircraft,3,77955.3974582784,29350.0,13.44633367144704,12701.773872647986
P_aircraft,4,75550.86055218239,27150.0,12.834305923929648,12309.987222262243
P_drone,0,67569.70144521601,28500.0,15.063809978240002,11009.56567964144
P_drone,1,68220.38553258241,26900.0,14.082510355433914,11115.5858194872
P_drone,2,72772.9398400608,26700.0,13.1033792322692,11857.362748884401
P_drone,3,77955.3974582784,30100.0,13.789936746526605,12701.773872647986
P_drone,4,72330.5104715232,27100.0,13.381035700531825,11785.274888684718
P_OGI,0,71029.5890818176,35304.0,17.75115355665068,11573.307406548858
P_OGI,1,73784.941360272,34904.0,16.894659067149703,12022.254659997781
P_OGI,2,81400.9843325088,36904.0,16.191450395933792,13263.185484441274
P_OGI,3,73885.94041596481,36504.0,17.64495759781366,12038.711085192042
P_OGI,4,60498.42766692481,31104.0,18.361752291695694,9857.397600817776
P_stationary,0,231299.654804064,260550.0,40.23074375419969,37687.13915819782
P_stationary,1,230120.9602476192,259550.0,40.28161036338609,37495.08687947143
P_stationary,2,226619.0640668448,262550.0,41.37686188448774,36924.500430502434
P_stationary,3,235647.0826688736,256750.0,38.91260928541963,38395.493518086936
P_stationary,4,214398.6266590848,252150.0,42.00286766377734,34933.34603145919
P_truck,0,75764.25447563521,30100.0,14.188749132953005,12344.756865543783
P_truck,1,73059.8486725728,29100.0,14.22512820883887,11904.110648727812
P_truck,2,83292.7053383424,30100.0,12.906292281337894,13571.415744688446
P_truck,3,74177.7650532,27100.0,13.047806740510444,12086.259948689436
P_truck,4,77681.0019051936,29100.0,13.37889173409631,12657.064841835738
