Site ID,"""Measured"" Rate (g/s)",Start Date,End Date,"""Estimated"" Volume Emitted (Kg Methane)"
ABBT0121923,0.031034613,2022-04-26,2022-04-27,2.6813905632
ABBT0121923,0.031034613,2022-04-26,2022-04-27,2.6813905632
ABBT0121923,0.051724355,2022-01-26,2022-01-27,4.468984272
ABBT0121923,0.0271552865,2022-01-26,2022-01-27,2.3462167536000003
ABBT0121923,0.0271552865,2022-01-26,2022-01-27,2.3462167536000003
ABBT0121923,0.069827879,2022-04-17,2022-04-18,6.0331287456
ABBT0121923,0.051724355,2022-01-26,2022-01-27,4.468984272
ABBT0121923,0.069827879,2022-01-26,2022-01-27,6.0331287456
ABBT0121923,0.095690057,2022-06-28,2022-06-29,8.267620924800001
ABBT0121923,0.069827879,2022-01-26,2022-01-27,6.0331287456
ABBT0121923,0.095690057,2022-06-19,2022-06-20,8.267620924800001
ABBT0121923,0.095690057,2022-01-26,2022-01-27,8.267620924800001
ABBT0059014,0.0271552865,2022-01-26,2022-01-27,2.3462167536000003
ABBT0059014,0.0271552865,2022-01-26,2022-01-27,2.3462167536000003
ABBT0059014,0.06336233499999999,2022-04-26,2022-04-27,5.474505744
ABBT0059014,0.06336233499999999,2022-04-26,2022-04-27,5.474505744
ABBT0059014,0.069827879,2022-11-28,2022-11-29,6.0331287456
ABBT0059014,0.051724355,2022-01-26,2022-01-27,4.468984272
ABBT0059014,0.051724355,2022-01-26,2022-01-27,4.468984272
ABBT0059014,0.06336233499999999,2022-05-05,2022-05-06,5.474505744
ABBT0059014,0.06336233499999999,2022-05-05,2022-05-06,5.474505744
ABBT0059014,0.031034613,2022-07-16,2022-07-17,2.6813905632
ABBT0059014,0.031034613,2022-07-16,2022-07-17,2.6813905632
ABBT0059014,0.069827879,2022-08-30,2022-08-31,6.0331287456
ABBT0059014,0.051724355,2022-09-26,2022-09-27,4.468984272
ABBT0059014,0.095690057,2022-01-26,2022-01-27,8.267620924800001
ABBT0059014,0.051724355,2022-01-26,2022-01-27,4.468984272
ABBT6440009,0.069827879,2022-01-26,2022-01-27,6.0331287456
ABBT6440009,0.095690057,2022-05-14,2022-05-15,8.267620924800001
ABBT6440009,0.069827879,2022-01-26,2022-01-27,6.0331287456
ABBT6440009,0.051724355,2022-01-26,2022-01-27,4.468984272
ABBT6440009,0.051724355,2022-01-26,2022-01-27,4.468984272
ABBT6440009,0.095690057,2022-01-26,2022-01-27,8.267620924800001
ABBT6440009,0.051724355,2022-01-26,2022-01-27,4.468984272
ABBT6440009,0.051724355,2022-01-26,2022-01-27,4.468984272
ABBT6440009,0.051724355,2022-01-26,2022-01-27,4.468984272
ABBT7390005,0.069827879,2022-03-13,2022-03-14,6.0331287456
ABBT7390005,0.069827879,2022-03-04,2022-03-05,6.0331287456
