Emissions ID,Site ID,Equipment,Component,Status,Days Active,Days Emitting,Estimated Days Active,Date Began,Date Repaired or Expired,Theoretical End Date,Mitigated Emissions (Kg Methane),"""True"" Volume Emitted (Kg Methane)","""Estimated"" Volume Emitted (Kg Methane)","""True"" Rate (g/s)","""Measured"" Rate (g/s)",Initially Detected By,Initially Detected Date,Tagged,Tagged By,Recorded,Recorded By,Repairable
0000000000,ABBT0123211,CatalyticHeater,Regulator_0,repaired,16,16,9,2022-08-24,2022-09-09,2023-08-24,1385.467135952533,196.17233783398697,,0.14190707308592806,0.14190707308592806,stationary,2022-08-24,True,OGI_FU,N/A,N/A,True
0000000000,ABBT0123211,CatalyticHeater,CatadyneHeater_0,repaired,26,26,10,2021-10-11,2022-01-27,2022-10-11,411.63436214972944,41.643943252501806,,0.01853808015157666,4.727340445344142,stationary,2022-01-01,True,OGI_FU,N/A,N/A,True
0000000001,ABBT0123211,CatalyticHeater,CatadyneHeater_0,repaired,26,26,10,2021-12-23,2022-01-27,2022-12-23,269043.30381402257,21197.35120958966,,9.436142810536706,4.727340445344142,stationary,2022-01-01,True,OGI_FU,N/A,N/A,True
0000000000,ABBT0123211,FlareKnockOutDrum,Connector_1,repaired,21,21,9,2022-10-21,2022-11-11,2023-10-21,36.48528727304038,15.323820654676958,,0.008445668350240828,0.008445668350240828,stationary,2022-10-21,True,OGI_FU,N/A,N/A,True
0000000000,ABBT0123211,FlareKnockOutDrum,Connector_10,repaired,23,23,9,2022-02-08,2022-03-03,2023-02-08,145.14883390000966,11.017898282839017,,0.005544433515921406,0.005544433515921406,OGI_FU,2022-02-15,True,OGI_FU,N/A,N/A,True
0000000000,ABBT0123211,FlareKnockOutDrum,Connector_12,repaired,23,23,9,2022-06-15,2022-07-08,2023-06-15,1885.0268162968587,246.33873167515767,,0.12396272729224922,0.12396272729224922,stationary,2022-06-15,True,OGI_FU,N/A,N/A,True
0000000000,ABBT0123211,FlareKnockOutDrum,Connector_14,repaired,19,19,9,2022-05-04,2022-05-23,2023-05-04,2107.1679754849365,180.34320510907116,,0.10985819024675386,0.10985819024675386,stationary,2022-05-04,True,OGI_FU,N/A,N/A,True
0000000000,ABBT0123211,FlareKnockOutDrum,Connector_16,repaired,26,26,10,2021-08-07,2022-01-27,2022-08-07,93.78685007019665,12.700302613672463,,0.005653624738992371,0.005653624738992371,stationary,2022-01-01,True,OGI_FU,N/A,N/A,True
0000000000,ABBT0123211,FlareKnockOutDrum,Connector_19,repaired,17,17,9,2022-08-14,2022-08-31,2023-08-14,11009.485992600517,1534.1087038869573,,1.0444639868511418,1.0444639868511418,OGI_FU,2022-08-15,True,OGI_FU,N/A,N/A,True
0000000000,ABBT0123211,FlareKnockOutDrum,Connector_21,repaired,23,23,9,2022-06-06,2022-06-29,2023-06-06,565.2424787243925,70.27338924681638,,0.03536301793821275,0.03536301793821275,stationary,2022-06-06,True,OGI_FU,N/A,N/A,True
0000000000,ABBT0123211,FlareKnockOutDrum,Connector_28,repaired,24,24,10,2022-01-03,2022-01-27,2023-01-03,1793.3193384853369,127.33628438949137,,0.06140831616005564,0.06140831616005564,stationary,2022-01-03,True,OGI_FU,N/A,N/A,True
0000000000,ABBT0123211,FlareKnockOutDrum,Connector_31,repaired,26,26,10,2021-10-25,2022-01-27,2022-10-25,167.12539690874647,16.034170921134347,,0.0071377185368297486,0.0071377185368297486,stationary,2022-01-01,True,OGI_FU,N/A,N/A,True
0000000000,ABBT0123211,GasBoot,Connector_4,repaired,26,26,10,2021-11-08,2022-01-27,2022-11-08,481.118646442761,43.89152564039223,,0.019538606499462353,0.019538606499462353,stationary,2022-01-01,True,OGI_FU,N/A,N/A,True
0000000000,ABBT0123211,GasBoot,Connector_6,repaired,26,26,10,2021-09-22,2022-01-27,2022-09-22,7945.049928707781,867.9466308672364,,0.386372253769247,0.386372253769247,stationary,2022-01-01,True,OGI_FU,N/A,N/A,True
0000000000,ABBT0123211,GasBoot,Connector_11,repaired,121,121,0,2021-05-02,2022-05-02,2022-05-02,0.0,38.45308654072765,,0.0036781724958608476,,,,True,natural,N/A,N/A,True
0000000000,ABBT0123211,GasBoot,Valve_1,repaired,26,26,10,2021-05-23,2022-01-27,2022-05-23,186.2565224975371,41.74715159427556,,0.018584024035913263,0.018584024035913263,stationary,2022-01-01,True,OGI_FU,N/A,N/A,True
0000000000,ABBT0123211,GasPipelineHeader,Connector_5,active,3,3,0,2022-12-29,,2023-12-29,0.0,1.0612593651099615,,0.004094364834529172,,stationary,2022-12-29,False,,N/A,N/A,True
0000000000,ABBT0123211,GasPipelineHeader,Connector_8,repaired,26,26,10,2021-04-12,2022-01-27,2022-04-12,110.97091617549297,38.46991760750423,,0.01712514138510694,0.01712514138510694,stationary,2022-01-01,True,OGI_FU,N/A,N/A,True
0000000000,ABBT0123211,GasPipelineHeader,Connector_38,repaired,23,23,9,2022-07-21,2022-08-13,2023-07-21,245.98187016634859,40.41130724161441,,0.020335802758461356,0.020335802758461356,OGI_FU,2022-07-28,True,OGI_FU,N/A,N/A,True
0000000000,ABBT0123211,GasPipelineHeader,Connector_39,active,14,14,0,2022-12-18,,2023-12-18,0.0,1.1718636234400484,,0.0009688025987434261,,stationary,2022-12-18,False,,N/A,N/A,True
0000000000,ABBT0123211,GasPipelineHeader,Connector_44,active,63,63,0,2022-10-30,,2023-10-30,0.0,3.255306688526723,,0.0005980501705847153,,,,False,,N/A,N/A,True
0000000000,ABBT0123211,GasPipelineHeader,Connector_49,active,58,58,0,2022-11-04,,2023-11-04,0.0,2.9812617868508893,,0.0005949197371589418,,stationary,2022-11-04,False,,N/A,N/A,True
0000000000,ABBT0123211,GasPipelineHeader,Connector_52,repaired,26,26,10,2021-07-16,2022-01-27,2022-07-16,12586.457874820062,1924.9876749724801,,0.8569211516081197,0.8569211516081197,OGI_FU,2022-01-11,True,OGI_FU,N/A,N/A,True
0000000000,ABBT0123211,GasPipelineHeader,Connector_53,repaired,18,18,9,2022-01-18,2022-02-05,2023-01-18,922.5114839258821,50.47175291995708,,0.03245354483021931,0.03245354483021931,stationary,2022-01-18,True,OGI_FU,N/A,N/A,True
0000000000,ABBT0123211,GasPipelineHeader,Valve_10,active,356,356,0,2022-01-10,,2023-01-10,0.0,100.80687575741113,,0.0032773770988546586,,stationary,2022-01-10,False,,N/A,N/A,True
0000000000,ABBT0123211,Incinerator,Connector_6,repaired,26,26,10,2021-06-13,2022-01-27,2022-06-13,87.69089649601679,16.642067948149172,,0.007408327968371247,0.007408327968371247,OGI_FU,2022-01-11,True,OGI_FU,N/A,N/A,True
0000000000,ABBT0123211,Incinerator,Connector_10,repaired,18,18,9,2022-08-04,2022-08-22,2023-08-04,451.6561114144113,62.059618362285526,,0.03990458999632557,0.03990458999632557,stationary,2022-08-04,True,OGI_FU,N/A,N/A,True
0000000001,ABBT0123211,Incinerator,Connector_10,repaired,20,20,9,2022-11-18,2022-12-08,2023-11-18,308.1364907132078,267.9447745332242,,0.15506063341043066,0.15506063341043066,OGI_FU,2022-11-22,True,OGI_FU,N/A,N/A,True
0000000000,ABBT0123211,Incinerator,Connector_21,repaired,241,241,0,2021-08-30,2022-08-30,2022-08-30,0.0,71.60050949883487,,0.0034386290484687094,,stationary,2022-01-01,True,natural,N/A,N/A,True
0000000000,ABBT0123211,Incinerator,Connector_24,repaired,20,20,9,2022-05-12,2022-06-01,2023-05-12,802.7355148156133,75.37422674325008,,0.04361934418012157,0.04361934418012157,stationary,2022-05-12,True,OGI_FU,N/A,N/A,True
0000000000,ABBT0123211,Incinerator,Connector_41,repaired,22,22,9,2022-04-22,2022-05-14,2023-04-22,320.5399015649887,30.52760967285607,,0.016060400711729834,0.016060400711729834,OGI_FU,2022-04-28,True,OGI_FU,N/A,N/A,True
0000000000,ABBT0123211,LineHeater,Connector_4,repaired,23,23,9,2022-07-03,2022-07-26,2023-07-03,2932.466130602985,426.87798103714334,,0.21481379883109064,0.21481379883109064,stationary,2022-07-03,True,OGI_FU,N/A,N/A,True
0000000000,ABBT0123211,LineHeater,Connector_31,repaired,26,26,10,2021-08-07,2022-01-27,2022-08-07,195.66473801480564,26.496266606171595,,0.01179499047639405,0.01179499047639405,stationary,2022-01-01,True,OGI_FU,N/A,N/A,True
0000000000,ABBT0123211,LineHeater,Connector_49,repaired,23,23,9,2022-04-21,2022-05-14,2023-04-21,1636.7184411409955,162.9633079923935,,0.08200649556783086,0.08200649556783086,stationary,2022-04-21,True,OGI_FU,N/A,N/A,True
0000000000,ABBT0123211,LineHeater,Connector_50,repaired,26,26,10,2021-02-01,2022-01-27,2022-02-01,6087.123246250982,31653.040880505116,,14.090563070025423,14.090563070025423,stationary,2022-01-01,True,OGI_FU,N/A,N/A,True
0000000000,ABBT0123211,LineHeater,Connector_51,repaired,26,26,10,2021-07-27,2022-01-27,2022-07-27,436.73390289347213,62.73525676922804,,0.02792701957319624,0.02792701957319624,stationary,2022-01-01,True,OGI_FU,N/A,N/A,True
0000000000,ABBT0123211,LineHeater,Valve_0,repaired,26,26,10,2021-07-31,2022-01-27,2022-07-31,6086.901854038575,855.4564767837999,,0.3808121780554664,0.3808121780554664,stationary,2022-01-01,True,OGI_FU,N/A,N/A,True
0000000000,ABBT0123211,LineHeater,Valve_4,repaired,26,26,10,2021-04-16,2022-01-27,2022-04-16,1506.0176298106337,495.65137183641104,,0.220642526636579,0.220642526636579,stationary,2022-01-01,True,OGI_FU,N/A,N/A,True
0000000000,ABBT0123211,LiquidPipelineHeader,Connector_15,active,179,179,0,2022-07-06,,2023-07-06,0.0,12.8614898351509,,0.0008316191958379176,,stationary,2022-07-06,False,,N/A,N/A,True
0000000000,ABBT0123211,LiquidPipelineHeader,Connector_101,repaired,24,24,10,2022-01-03,2022-01-27,2023-01-03,3238.6107999889286,229.96053017672867,,0.11089917543245016,0.11089917543245016,OGI_FU,2022-01-11,True,OGI_FU,N/A,N/A,True
0000000000,ABBT0123211,PigTrap(GasService),Connector_19,repaired,26,26,10,2021-02-28,2022-01-27,2022-02-28,595.4766073327288,483.8247434578422,,0.21537782383272888,0.11561006896658431,stationary,2022-01-01,True,OGI_FU,N/A,N/A,True
0000000001,ABBT0123211,PigTrap(GasService),Connector_19,repaired,26,26,10,2021-12-31,2022-01-27,2022-12-31,462.64626713796184,35.58817439522784,,0.01584231410043974,0.11561006896658431,OGI_FU,2022-01-11,True,OGI_FU,N/A,N/A,True
0000000000,ABBT0123211,PigTrap(GasService),Connector_20,repaired,26,26,10,2021-04-11,2022-01-27,2022-04-11,903.8755870784155,317.57790897349736,,0.14137193241341584,0.14137193241341584,stationary,2022-01-01,True,OGI_FU,N/A,N/A,True
0000000000,ABBT0123211,PigTrap(GasService),Valve_4,repaired,24,24,9,2022-11-23,2022-12-17,2023-11-23,4492.077245440894,7700.703849327248,,3.7136881989425383,3.7136881989425383,stationary,2022-11-23,True,OGI_FU,N/A,N/A,True
0000000000,ABBT0123211,PigTrap(GasService),Valve_5,active,299,299,0,2022-03-08,,2023-03-08,0.0,95.2079616002863,,0.0036854314381381723,,,,False,,N/A,N/A,True
0000000000,ABBT0123211,PopTank,OpenEndedLine_0,repaired,26,26,10,2021-03-07,2022-01-27,2022-03-07,96.46325109229704,64.30883406153136,,0.028627508040211604,0.028627508040211604,stationary,2022-01-01,True,OGI_FU,N/A,N/A,True
0000000000,ABBT0123211,ProductionTank(fixedroof-heavyoil),Connector_2,repaired,26,26,10,2021-06-12,2022-01-27,2022-06-12,682.1560607020037,130.41218807538309,,0.05805385865179089,0.05805385865179089,OGI_FU,2022-01-11,True,OGI_FU,N/A,N/A,True
0000000000,ABBT0123211,ProductionTank(fixedroof-heavyoil),Connector_26,repaired,26,26,10,2021-07-30,2022-01-27,2022-07-30,410.61283391019356,58.02137870470127,,0.025828605192619866,0.025828605192619866,stationary,2022-01-01,True,OGI_FU,N/A,N/A,True
0000000000,ABBT0123211,ProductionTank(fixedroof-heavyoil),Connector_30,repaired,26,26,10,2021-06-01,2022-01-27,2022-06-01,338.5618021550545,70.42085484825134,,0.0313483150143569,0.0313483150143569,OGI_FU,2022-01-11,True,OGI_FU,N/A,N/A,True
0000000000,ABBT0123211,ProductionTank(fixedroof-heavyoil),Valve_0,repaired,17,17,9,2022-10-25,2022-11-11,2023-10-25,1427.6565472273498,485.403226057299,,0.3304760525989236,0.3304760525989236,OGI_FU,2022-10-26,True,OGI_FU,N/A,N/A,True
