Site ID,"""Measured"" Rate (g/s)",Start Date,End Date,"""Estimated"" Volume Emitted (Kg Methane)"
ABBT0152007,0.005172435,2022-01-19,2022-12-31,154.62684086400003
ABBT0152007,0.005172435,2022-01-19,2022-12-31,154.62684086400003
ABBT0152007,0.095690057,2022-01-19,2022-12-31,2860.5968399808
ABBT0152007,0.031034613,2022-01-19,2022-12-31,927.7611348672
ABBT0152007,0.031034613,2022-01-19,2022-12-31,927.7611348672
ABBT0152007,0.095690057,2022-01-19,2022-12-31,2860.5968399808
ABBT0152007,0.031034613,2022-01-19,2022-12-31,927.7611348672
ABBT0152007,0.010344871,2022-01-19,2022-12-31,309.25371162240003
ABBT0152007,0.010344871,2022-01-19,2022-12-31,309.25371162240003
ABBT0152007,0.069827879,2022-01-19,2022-12-31,2087.4625459776
ABBT0152007,0.031034613,2022-01-19,2022-12-31,927.7611348672
ABBT0152007,0.031034613,2022-01-19,2022-12-31,927.7611348672
ABBT0152007,0.031034613,2022-01-19,2022-12-31,927.7611348672
ABBT0152007,0.095690057,2022-01-19,2022-12-31,2860.5968399808
ABBT0152007,0.069827879,2022-01-19,2022-12-31,2087.4625459776
ABBT0152007,0.03879326633333333,2022-01-19,2022-12-31,1159.7014210752002
ABBT0152007,0.03879326633333333,2022-01-19,2022-12-31,1159.7014210752002
ABBT0152007,0.03879326633333333,2022-01-19,2022-12-31,1159.7014210752002
ABBT0152007,0.050431246,2022-01-19,2022-12-31,1507.6118404224
ABBT0152007,0.050431246,2022-01-19,2022-12-31,1507.6118404224
ABBT0152007,0.0271552865,2022-01-19,2022-12-31,811.7909967456
ABBT0152007,0.0271552865,2022-01-19,2022-12-31,811.7909967456
ABBT0077039,0.051724355,2022-01-22,2022-12-31,1532.861605296
ABBT0077039,0.095690057,2022-01-22,2022-12-31,2835.7939772064
ABBT0077039,0.031034613,2022-01-22,2022-12-31,919.7169631776001
ABBT0077039,0.095690057,2022-01-22,2022-12-31,2835.7939772064
ABBT0077039,0.031034613,2022-01-22,2022-12-31,919.7169631776001
ABBT0077039,0.018103524,2022-01-22,2022-12-31,536.5015544448
ABBT0077039,0.031034613,2022-01-22,2022-12-31,919.7169631776001
ABBT0077039,0.018103524,2022-01-22,2022-12-31,536.5015544448
ABBT0077039,0.031034613,2022-01-22,2022-12-31,919.7169631776001
ABBT0077039,0.031034613,2022-01-22,2022-12-31,919.7169631776001
ABBT0077039,0.031034613,2022-01-22,2022-12-31,919.7169631776001
ABBT0077039,0.034482903333333335,2022-01-22,2022-12-31,1021.9077368640002
ABBT0077039,0.034482903333333335,2022-01-22,2022-12-31,1021.9077368640002
ABBT0077039,0.034482903333333335,2022-01-22,2022-12-31,1021.9077368640002
ABBT0077039,0.051724355,2022-01-22,2022-12-31,1532.861605296
ABBT0077039,0.018103524,2022-01-22,2022-12-31,536.5015544448
ABBT0077039,0.031034613,2022-01-22,2022-12-31,919.7169631776001
ABBT0077039,0.018103524,2022-01-22,2022-12-31,536.5015544448
ABBT0077039,0.031034613,2022-01-22,2022-12-31,919.7169631776001
ABBT0077039,0.031034613,2022-01-22,2022-12-31,919.7169631776001
ABBT0077039,0.031034613,2022-01-22,2022-12-31,919.7169631776001
ABBT0077039,0.095690057,2022-01-22,2022-12-31,2835.7939772064
ABBT0077039,0.031034613,2022-01-22,2022-12-31,919.7169631776001
ABBT0077039,0.018103524,2022-01-22,2022-12-31,536.5015544448
ABBT0077039,0.039655338666666665,2022-01-22,2022-12-31,1175.1938924544002
ABBT0077039,0.039655338666666665,2022-01-22,2022-12-31,1175.1938924544002
ABBT0077039,0.039655338666666665,2022-01-22,2022-12-31,1175.1938924544002
ABBT0077039,0.017241451666666668,2022-01-22,2022-12-31,510.9538684320001
ABBT0077039,0.017241451666666668,2022-01-22,2022-12-31,510.9538684320001
ABBT0077039,0.017241451666666668,2022-01-22,2022-12-31,510.9538684320001
ABBT0077039,0.037823434625,2022-01-22,2022-12-31,1120.9050497988
ABBT0077039,0.037823434625,2022-01-22,2022-12-31,1120.9050497988
ABBT0077039,0.037823434625,2022-01-22,2022-12-31,1120.9050497988
ABBT0077039,0.037823434625,2022-01-22,2022-12-31,1120.9050497988
ABBT0077039,0.037823434625,2022-01-22,2022-12-31,1120.9050497988
ABBT0077039,0.037823434625,2022-01-22,2022-12-31,1120.9050497988
ABBT0077039,0.037823434625,2022-01-22,2022-12-31,1120.9050497988
ABBT0077039,0.037823434625,2022-01-22,2022-12-31,1120.9050497988
ABBT7250004,0.031034613,2022-01-20,2022-12-31,925.0797443040001
ABBT7250004,0.031034613,2022-01-20,2022-12-31,925.0797443040001
ABBT7250004,0.018103524,2022-01-20,2022-12-31,539.629843392
ABBT7250004,0.031034613,2022-01-20,2022-12-31,925.0797443040001
ABBT7250004,0.031034613,2022-01-20,2022-12-31,925.0797443040001
ABBT7250004,0.051724355,2022-01-20,2022-12-31,1541.7995738400002
ABBT7250004,0.095690057,2022-01-20,2022-12-31,2852.329219056
ABBT7250004,0.031034613,2022-01-20,2022-12-31,925.0797443040001
ABBT7250004,0.095690057,2022-01-20,2022-12-31,2852.329219056
ABBT7250004,0.0168104155,2022-01-20,2022-12-31,501.08486522399994
ABBT7250004,0.0168104155,2022-01-20,2022-12-31,501.08486522399994
ABBT7250004,0.018103524,2022-01-20,2022-12-31,539.629843392
ABBT7250004,0.018103524,2022-01-20,2022-12-31,539.629843392
ABBT7250004,0.031034613,2022-01-20,2022-12-31,925.0797443040001
ABBT7250004,0.031034613,2022-01-20,2022-12-31,925.0797443040001
ABBT7250004,0.031034613,2022-01-20,2022-12-31,925.0797443040001
ABBT7250004,0.031034613,2022-01-20,2022-12-31,925.0797443040001
ABBT7250004,0.031034613,2022-01-20,2022-12-31,925.0797443040001
ABBT7250004,0.031034613,2022-01-20,2022-12-31,925.0797443040001
ABBT7250004,0.012931088666666667,2022-01-20,2022-12-31,385.449890976
ABBT7250004,0.012931088666666667,2022-01-20,2022-12-31,385.449890976
ABBT7250004,0.012931088666666667,2022-01-20,2022-12-31,385.449890976
ABBT7250004,0.02392251425,2022-01-20,2022-12-31,713.082304764
ABBT7250004,0.02392251425,2022-01-20,2022-12-31,713.082304764
ABBT7250004,0.02392251425,2022-01-20,2022-12-31,713.082304764
ABBT7250004,0.02392251425,2022-01-20,2022-12-31,713.082304764
ABBT0093125,0.018103524,2022-01-20,2022-12-31,539.629843392
ABBT0093125,0.018103524,2022-01-20,2022-12-31,539.629843392
ABBT0093125,0.031034613,2022-01-20,2022-12-31,925.0797443040001
ABBT0093125,0.031034613,2022-01-20,2022-12-31,925.0797443040001
ABBT0093125,0.037500157,2022-01-20,2022-12-31,1117.8046798560001
ABBT0093125,0.037500157,2022-01-20,2022-12-31,1117.8046798560001
ABBT0093125,0.095690057,2022-01-20,2022-12-31,2852.329219056
ABBT0093125,0.031034613,2022-01-20,2022-12-31,925.0797443040001
ABBT0093125,0.031034613,2022-01-20,2022-12-31,925.0797443040001
ABBT0093125,0.018103524,2022-01-20,2022-12-31,539.629843392
ABBT0093125,0.031034613,2022-01-20,2022-12-31,925.0797443040001
ABBT0093125,0.069827879,2022-01-20,2022-12-31,2081.429417232
ABBT0093125,0.031034613,2022-01-20,2022-12-31,925.0797443040001
ABBT0093125,0.031034613,2022-01-20,2022-12-31,925.0797443040001
ABBT0093125,0.095690057,2022-01-20,2022-12-31,2852.329219056
ABBT0093125,0.031034613,2022-01-20,2022-12-31,925.0797443040001
ABBT0093125,0.031034613,2022-01-20,2022-12-31,925.0797443040001
ABBT0093125,0.018103524,2022-01-20,2022-12-31,539.629843392
ABBT0093125,0.095690057,2022-01-20,2022-12-31,2852.329219056
ABBT0093125,0.041379484,2022-01-20,2022-12-31,1233.439659072
ABBT0093125,0.041379484,2022-01-20,2022-12-31,1233.439659072
ABBT0093125,0.031034613,2022-01-20,2022-12-31,925.0797443040001
ABBT0093125,0.02672425,2022-01-20,2022-12-31,796.5964440000001
ABBT0093125,0.02672425,2022-01-20,2022-12-31,796.5964440000001
ABBT0093125,0.02672425,2022-01-20,2022-12-31,796.5964440000001
ABBT0093125,0.04034499679999999,2022-01-20,2022-12-31,1202.6036646143998
ABBT0093125,0.04034499679999999,2022-01-20,2022-12-31,1202.6036646143998
ABBT0093125,0.04034499679999999,2022-01-20,2022-12-31,1202.6036646143998
ABBT0093125,0.04034499679999999,2022-01-20,2022-12-31,1202.6036646143998
ABBT0093125,0.04034499679999999,2022-01-20,2022-12-31,1202.6036646143998
ABBT0084174,0.031034613,2022-01-21,2022-12-31,922.3983537408001
ABBT0084174,0.031034613,2022-01-21,2022-12-31,922.3983537408001
ABBT0084174,0.031034613,2022-01-21,2022-12-31,922.3983537408001
ABBT0084174,0.031034613,2022-01-21,2022-12-31,922.3983537408001
ABBT0084174,0.031034613,2022-01-21,2022-12-31,922.3983537408001
ABBT0084174,0.031034613,2022-01-21,2022-12-31,922.3983537408001
ABBT0084174,0.031034613,2022-01-21,2022-12-31,922.3983537408001
ABBT0084174,0.069827879,2022-01-21,2022-12-31,2075.3962884864
ABBT0084174,0.031034613,2022-01-21,2022-12-31,922.3983537408001
ABBT0084174,0.031034613,2022-01-21,2022-12-31,922.3983537408001
ABBT0084174,0.031034613,2022-01-21,2022-12-31,922.3983537408001
ABBT0084174,0.031034613,2022-01-21,2022-12-31,922.3983537408001
ABBT0084174,0.031034613,2022-01-21,2022-12-31,922.3983537408001
ABBT0084174,0.095690057,2022-01-21,2022-12-31,2844.0615981312
ABBT0084174,0.031034613,2022-01-21,2022-12-31,922.3983537408001
ABBT0084174,0.012931088666666667,2022-01-21,2022-12-31,384.33264491520004
ABBT0084174,0.012931088666666667,2022-01-21,2022-12-31,384.33264491520004
ABBT0084174,0.012931088666666667,2022-01-21,2022-12-31,384.33264491520004
ABBT0084174,0.031034613,2022-01-21,2022-12-31,922.3983537408001
ABBT0084174,0.031034613,2022-01-21,2022-12-31,922.3983537408001
ABBT0084174,0.031034613,2022-01-21,2022-12-31,922.3983537408001
ABBT0084174,0.031034613,2022-01-21,2022-12-31,922.3983537408001
ABBT0084174,0.02844839533333333,2022-01-21,2022-12-31,845.5318267392
ABBT0084174,0.02844839533333333,2022-01-21,2022-12-31,845.5318267392
ABBT0084174,0.02844839533333333,2022-01-21,2022-12-31,845.5318267392
ABBT0084174,0.040344997,2022-01-21,2022-12-31,1199.1178628352002
ABBT0084174,0.040344997,2022-01-21,2022-12-31,1199.1178628352002
ABBT0084174,0.040344997,2022-01-21,2022-12-31,1199.1178628352002
ABBT0084174,0.040344997,2022-01-21,2022-12-31,1199.1178628352002
ABBT0084174,0.040344997,2022-01-21,2022-12-31,1199.1178628352002
ABBT0156560,0.095690057,2022-01-21,2022-12-31,2844.0615981312
ABBT0156560,0.031034613,2022-01-21,2022-12-31,922.3983537408001
ABBT0156560,0.069827879,2022-01-21,2022-12-31,2075.3962884864
ABBT0156560,0.031034613,2022-01-21,2022-12-31,922.3983537408001
ABBT0156560,0.051724355,2022-01-21,2022-12-31,1537.330589568
ABBT0156560,0.041379484,2022-01-21,2022-12-31,1229.8644716544
ABBT0156560,0.041379484,2022-01-21,2022-12-31,1229.8644716544
ABBT0156560,0.018103524,2022-01-21,2022-12-31,538.0656989184
ABBT0156560,0.031034613,2022-01-21,2022-12-31,922.3983537408001
ABBT0156560,0.031034613,2022-01-21,2022-12-31,922.3983537408001
ABBT0156560,0.095690057,2022-01-21,2022-12-31,2844.0615981312
ABBT0156560,0.031034613,2022-01-21,2022-12-31,922.3983537408001
ABBT0156560,0.051724355,2022-01-21,2022-12-31,1537.330589568
ABBT0156560,0.0245690685,2022-01-21,2022-12-31,730.2320263296
ABBT0156560,0.0245690685,2022-01-21,2022-12-31,730.2320263296
ABBT0156560,0.051724355,2022-01-21,2022-12-31,1537.330589568
ABBT0156560,0.031034613,2022-01-21,2022-12-31,922.3983537408001
ABBT0156560,0.031034613,2022-01-21,2022-12-31,922.3983537408001
ABBT0156560,0.031034613,2022-01-21,2022-12-31,922.3983537408001
ABBT0156560,0.04310362933333333,2022-01-21,2022-12-31,1281.1088295936001
ABBT0156560,0.04310362933333333,2022-01-21,2022-12-31,1281.1088295936001
ABBT0156560,0.04310362933333333,2022-01-21,2022-12-31,1281.1088295936001
ABBT0156560,0.00969831675,2022-01-21,2022-12-31,288.2494911168
ABBT0156560,0.00969831675,2022-01-21,2022-12-31,288.2494911168
ABBT0156560,0.00969831675,2022-01-21,2022-12-31,288.2494911168
ABBT0156560,0.00969831675,2022-01-21,2022-12-31,288.2494911168
ABBT0147869,0.051724355,2022-01-19,2022-12-31,1546.268558112
ABBT0147869,0.069827879,2022-01-19,2022-12-31,2087.4625459776
ABBT0147869,0.031034613,2022-01-19,2022-12-31,927.7611348672
ABBT0147869,0.031034613,2022-01-19,2022-12-31,927.7611348672
ABBT0147869,0.031034613,2022-01-19,2022-12-31,927.7611348672
ABBT0147869,0.031034613,2022-01-19,2022-12-31,927.7611348672
ABBT0147869,0.031034613,2022-01-19,2022-12-31,927.7611348672
ABBT0147869,0.031034613,2022-01-19,2022-12-31,927.7611348672
ABBT0147869,0.031034613,2022-01-19,2022-12-31,927.7611348672
ABBT0147869,0.031034613,2022-01-19,2022-12-31,927.7611348672
ABBT0147869,0.031034613,2022-01-19,2022-12-31,927.7611348672
ABBT0147869,0.031034613,2022-01-19,2022-12-31,927.7611348672
ABBT0147869,0.051724355,2022-01-19,2022-12-31,1546.268558112
ABBT0147869,0.018103524,2022-01-19,2022-12-31,541.1939878656001
ABBT0147869,0.031034613,2022-01-19,2022-12-31,927.7611348672
ABBT0147869,0.051724355,2022-01-19,2022-12-31,1546.268558112
ABBT0147869,0.031034613,2022-01-19,2022-12-31,927.7611348672
ABBT0147869,0.031034613,2022-01-19,2022-12-31,927.7611348672
ABBT0147869,0.031034613,2022-01-19,2022-12-31,927.7611348672
ABBT0147869,0.018103524,2022-01-19,2022-12-31,541.1939878656001
ABBT0147869,0.0168104155,2022-01-19,2022-12-31,502.5372851232
ABBT0147869,0.0168104155,2022-01-19,2022-12-31,502.5372851232
ABBT0147869,0.031034613,2022-01-19,2022-12-31,927.7611348672
ABBT0147869,0.020689741999999997,2022-01-19,2022-12-31,618.5074232448
ABBT0147869,0.020689741999999997,2022-01-19,2022-12-31,618.5074232448
ABBT0147869,0.020689741999999997,2022-01-19,2022-12-31,618.5074232448
ABBT0147869,0.020689741999999997,2022-01-19,2022-12-31,618.5074232448
ABBT0160808,0.031034613,2022-01-20,2022-12-31,925.0797443040001
ABBT0160808,0.031034613,2022-01-20,2022-12-31,925.0797443040001
ABBT0160808,0.031034613,2022-01-20,2022-12-31,925.0797443040001
ABBT0160808,0.069827879,2022-01-20,2022-12-31,2081.429417232
ABBT0160808,0.031034613,2022-01-20,2022-12-31,925.0797443040001
ABBT0160808,0.069827879,2022-01-20,2022-12-31,2081.429417232
ABBT0160808,0.031034613,2022-01-20,2022-12-31,925.0797443040001
ABBT0160808,0.069827879,2022-01-20,2022-12-31,2081.429417232
ABBT0160808,0.031034613,2022-01-20,2022-12-31,925.0797443040001
ABBT0160808,0.018103524,2022-01-20,2022-12-31,539.629843392
ABBT0160808,0.031034613,2022-01-20,2022-12-31,925.0797443040001
ABBT0160808,0.031034613,2022-01-20,2022-12-31,925.0797443040001
ABBT0160808,0.051724355,2022-01-20,2022-12-31,1541.7995738400002
ABBT0160808,0.051724355,2022-01-20,2022-12-31,1541.7995738400002
ABBT0160808,0.031034613,2022-01-20,2022-12-31,925.0797443040001
ABBT0160808,0.031034613,2022-01-20,2022-12-31,925.0797443040001
ABBT0160808,0.031034613,2022-01-20,2022-12-31,925.0797443040001
ABBT0160808,0.095690057,2022-01-20,2022-12-31,2852.329219056
ABBT0160808,0.0168104155,2022-01-20,2022-12-31,501.08486522399994
ABBT0160808,0.0168104155,2022-01-20,2022-12-31,501.08486522399994
ABBT0160808,0.031034613,2022-01-20,2022-12-31,925.0797443040001
ABBT0160808,0.069827879,2022-01-20,2022-12-31,2081.429417232
ABBT0160808,0.031034613,2022-01-20,2022-12-31,925.0797443040001
ABBT0160808,0.031034613,2022-01-20,2022-12-31,925.0797443040001
ABBT0160808,0.031034613,2022-01-20,2022-12-31,925.0797443040001
ABBT0160808,0.095690057,2022-01-20,2022-12-31,2852.329219056
ABBT0160808,0.031034613,2022-01-20,2022-12-31,925.0797443040001
ABBT0160808,0.095690057,2022-01-20,2022-12-31,2852.329219056
ABBT0160808,0.018103524,2022-01-20,2022-12-31,539.629843392
ABBT0160808,0.031034613,2022-01-20,2022-12-31,925.0797443040001
ABBT0160808,0.051724355,2022-01-20,2022-12-31,1541.7995738400002
ABBT0160808,0.08706933099999999,2022-01-20,2022-12-31,2595.362618448
ABBT0160808,0.08706933099999999,2022-01-20,2022-12-31,2595.362618448
ABBT0160808,0.08706933099999999,2022-01-20,2022-12-31,2595.362618448
ABBT0090917,0.018103524,2022-01-19,2022-12-31,541.1939878656001
ABBT0090917,0.069827879,2022-01-19,2022-12-31,2087.4625459776
ABBT0090917,0.031034613,2022-01-19,2022-12-31,927.7611348672
ABBT0090917,0.069827879,2022-01-19,2022-12-31,2087.4625459776
ABBT0090917,0.031034613,2022-01-19,2022-12-31,927.7611348672
ABBT0090917,0.031034613,2022-01-19,2022-12-31,927.7611348672
ABBT0090917,0.0168104155,2022-01-19,2022-12-31,502.5372851232
ABBT0090917,0.0168104155,2022-01-19,2022-12-31,502.5372851232
ABBT0090917,0.051724355,2022-01-19,2022-12-31,1546.268558112
ABBT0090917,0.095690057,2022-01-19,2022-12-31,2860.5968399808
ABBT0090917,0.031034613,2022-01-19,2022-12-31,927.7611348672
ABBT0090917,0.018103524,2022-01-19,2022-12-31,541.1939878656001
ABBT0090917,0.051724355,2022-01-19,2022-12-31,1546.268558112
ABBT0090917,0.031034613,2022-01-19,2022-12-31,927.7611348672
ABBT0090917,0.031034613,2022-01-19,2022-12-31,927.7611348672
ABBT0090917,0.031034613,2022-01-19,2022-12-31,927.7611348672
ABBT0090917,0.031034613,2022-01-19,2022-12-31,927.7611348672
ABBT0090917,0.050431246,2022-01-19,2022-12-31,1507.6118404224
ABBT0090917,0.050431246,2022-01-19,2022-12-31,1507.6118404224
ABBT0061149,0.018103524,2022-01-21,2022-12-31,538.0656989184
