site_ID,lat,lon,site_type
ABBT0048183,54.32,-118.99,311
ABBT0051469,55.25,-118.91,311
ABBT0053672,54.67,-118.89,311
ABBT0066792,55.7,-119.49,311
ABBT0065826,54.67,-118.91,311
ABBT0062847,54.42,-119.03,311
ABBT0062030,54.67,-118.91,311
ABBT0055145,54.66,-118.89,311
ABBT0137098,54.78,-118.84,311
ABBT0101032,55.63,-119.12,311
ABBT0103641,55.63,-119.11,311
ABBT0105845,55.62,-119.1,311
ABBT0115084,55.64,-119.1,311
ABBT0113404,55.63,-119.1,311
ABBT9200250,55.62,-119.04,311
ABBT9200209,55.63,-119.3,311
ABBT0127616,55.6,-119.05,311
ABBT0124813,55.62,-119.3,311
ABBT0124811,55.62,-119.3,311
ABBT0121724,55.6,-119.05,311
ABBT0121723,55.62,-119.3,311
ABBT0152199,55.61,-119.35,311
ABBT1370001,54.61,-118.8,311
ABBT0132796,55.72,-119.44,311
ABBT3590020,55.25,-118.91,311
ABBT1370013,54.66,-118.88,311
ABBT1370005,54.62,-118.81,311
ABBT1370004,54.61,-118.79,311
ABBT1370003,54.64,-118.87,311
ABBT0092637,56.03,-119.86,311
ABBT0143302,54.77,-118.83,311
ABBT0142036,54.52,-118.2,311
ABBT0141429,55.63,-119.04,311
ABBT0141430,55.63,-119.03,311
ABBT0144661,57.49,-119.13,311
ABBT0144662,57.47,-119.25,311
ABBT0137949,54.94,-118.94,311
ABBT0138196,54.93,-118.87,311
ABBT0135873,55.75,-117.94,311
ABBT0137950,54.94,-118.94,311
ABBT0139821,55.44,-119.37,311
ABBT0137629,54.87,-118.77,311
ABBT0109022,54.14,-117.42,311
ABBT0087212,56.02,-119.84,311
ABBT0085296,56.03,-119.84,311
ABBT9200243,55.5,-119.42,311
ABBT0119457,54.94,-119.06,311
ABBT0120716,54.95,-119.15,311
ABBT9200223,55.49,-119.38,311
ABBT9200212,55.49,-119.35,311
ABBT0146009,55.5,-119.32,311
ABBT0131549,54.81,-119.17,311
ABBT0127417,54.15,-117.01,311
ABBT0127416,54.15,-117.01,311
ABBT9200222,55.47,-119.38,311
ABBT9200160,55.48,-119.38,311
ABBT9200137,55.47,-119.54,311
ABBT9200091,55.47,-119.38,311
ABBT9200037,55.5,-119.35,311
ABBT0123020,54.95,-119.05,311
ABBT0118407,54.89,-118.98,311
ABBT0075005,56.45,-119.88,311
ABBT0095890,55.25,-119.85,311
ABBT0092348,55.25,-119.85,311
ABBT0090944,54.72,-119.02,311
ABBT0105357,54.16,-117.27,311
ABBT0067046,56.03,-119.86,311
ABBT0064438,56.04,-119.87,311
ABBT0060991,56.03,-119.86,311
ABBT0047336,55.02,-118.79,311
ABBT0050930,55.02,-118.84,311
ABBT0057733,55.04,-118.86,311
ABBT3330012,55.0,-118.85,311
ABBT0142222,54.5,-119.66,311
ABBT0155251,55.82,-119.13,311
ABBT0120547,56.77,-118.74,311
ABBT0156491,54.16,-118.33,311
ABBT0138126,54.44,-119.08,311
ABBT0115624,54.68,-119.01,311
ABBT0129373,55.55,-119.58,311
ABBT0113488,54.68,-119.0,311
ABBT0112811,54.71,-119.01,311
ABBT0110979,54.72,-119.05,311
ABBT0129100,54.19,-116.98,311
ABBT0114926,55.62,-117.11,311
ABBT0106637,54.58,-118.78,311
ABBT0106623,54.54,-118.8,311
ABBT0100409,55.69,-117.2,311
