site_ID,lat,lon,site_type
ABBT0134769,53.14,-110.68,311
ABBT0134770,53.17,-110.68,311
ABBT0134771,53.16,-110.69,311
ABBT0130777,53.19,-110.08,311
ABBT0128939,53.17,-110.72,311
ABBT0127937,53.14,-110.64,311
ABBT0127748,53.5,-110.35,311
ABBT0127441,53.13,-110.5,311
ABBT0121033,53.13,-110.51,311
ABBT0115566,53.24,-110.81,311
ABBT0110151,53.33,-110.51,311
ABBT0103425,53.17,-110.52,311
ABBT0141595,53.15,-110.02,311
ABBT0088272,53.13,-110.55,311
ABBT0087923,53.16,-110.55,311
ABBT0130201,53.33,-110.74,311
ABBT0144649,53.15,-110.84,311
ABBT0143610,53.18,-110.05,311
ABBT0131530,53.33,-110.74,311
ABBT0132997,53.13,-110.53,311
ABBT0159497,53.13,-110.74,311
ABBT0138824,53.31,-110.63,311
ABBT0155820,53.34,-110.72,311
ABBT0150599,53.16,-110.69,311
ABBT0146976,53.14,-110.52,311
ABBT0139233,53.36,-110.14,311
ABBT0144904,53.13,-110.53,311
ABBT0144418,53.45,-110.46,311
ABBT0140078,53.23,-110.94,311
ABBT0140114,53.17,-110.04,311
ABBT0140307,53.15,-110.46,311
ABBT0140308,53.16,-110.46,311
ABBT0140314,53.13,-110.83,311
ABBT0140315,53.13,-110.83,311
ABBT0140318,53.15,-110.45,311
ABBT0140358,53.43,-110.34,311
ABBT0140375,53.36,-110.14,311
ABBT0140636,53.31,-110.16,311
ABBT0140664,53.12,-110.01,311
ABBT0140065,53.32,-110.77,311
ABBT0140681,53.16,-110.6,311
ABBT0140687,53.17,-110.47,311
ABBT0140690,53.16,-110.49,311
ABBT0140691,53.19,-110.45,311
ABBT0140700,53.24,-110.11,311
ABBT0140702,53.27,-110.14,311
ABBT0140716,53.33,-110.18,311
ABBT0140721,53.3,-110.28,311
ABBT0135249,53.19,-110.67,311
ABBT0140684,53.16,-110.49,311
ABBT0137308,53.14,-110.54,311
ABBT0137457,53.14,-110.54,311
ABBT0144416,53.46,-110.46,311
ABBT0144415,53.46,-110.46,311
ABBT0144401,53.47,-110.56,311
ABBT0144399,53.47,-110.57,311
ABBT0143543,53.13,-110.51,311
ABBT0141706,53.13,-110.49,311
ABBT0139517,53.31,-110.24,311
ABBT0139520,53.29,-110.06,311
ABBT0139522,53.35,-110.11,311
ABBT0139525,53.36,-110.11,311
ABBT0139526,53.36,-110.11,311
ABBT0139530,53.33,-110.03,311
ABBT0139531,53.33,-110.14,311
ABBT0139532,53.31,-110.11,311
ABBT0139533,53.36,-110.14,311
ABBT0139534,53.31,-110.12,311
ABBT0139538,53.36,-110.14,311
ABBT0139540,53.34,-110.15,311
ABBT0141586,53.13,-110.5,311
ABBT0139568,53.15,-110.03,311
ABBT0138274,53.46,-110.44,311
ABBT0138125,53.16,-110.67,311
ABBT0138065,53.13,-110.5,311
ABBT0137506,53.33,-110.68,311
ABBT0155451,53.34,-110.67,311
ABBT0077804,53.28,-110.16,311
ABBT0068467,53.16,-110.49,311
ABBT0067857,53.5,-110.13,311
ABBT0067773,53.5,-110.13,311
ABBT0067643,53.06,-110.78,311
ABBT0067586,53.34,-110.14,311
ABBT0067567,53.07,-110.78,311
ABBT0067565,53.16,-110.49,311
ABBT0067564,53.16,-110.5,311
ABBT0077914,53.51,-110.13,311
ABBT0123549,53.12,-110.79,311
ABBT0123460,53.34,-110.77,311
ABBT0113742,53.1,-110.03,311
ABBT0113023,53.54,-111.0,311
ABBT0112738,53.54,-111.0,311
ABBT0112145,53.52,-111.0,311
ABBT0114634,53.17,-110.44,311
ABBT0112136,53.52,-111.0,311
ABBT0112134,53.52,-111.0,311
ABBT0112114,53.48,-110.95,311
ABBT0112021,53.52,-111.0,311
ABBT0111867,53.54,-111.0,311
ABBT0111653,53.54,-111.0,311
ABBT0111652,53.54,-111.0,311
ABBT0111467,53.54,-111.0,311
ABBT0111375,53.54,-111.0,311
ABBT0112135,53.52,-111.0,311
ABBT0115974,53.47,-110.94,311
ABBT0123425,53.06,-110.01,311
ABBT0123372,53.08,-110.09,311
ABBT0122232,53.26,-110.81,311
ABBT0121979,53.46,-110.43,311
ABBT0121928,53.46,-110.43,311
ABBT0120890,53.34,-110.78,311
ABBT0120693,53.47,-110.43,311
ABBT0119412,53.48,-110.96,311
ABBT0119393,53.47,-110.93,311
ABBT0117594,53.28,-110.45,311
ABBT0116046,53.19,-110.25,311
ABBT0116040,53.47,-110.94,311
ABBT0111162,53.54,-111.0,311
ABBT0111156,53.54,-111.0,311
ABBT0110791,53.18,-110.24,311
ABBT0091470,53.37,-110.01,311
ABBT0085351,53.37,-110.01,311
ABBT0079721,53.32,-110.88,311
ABBT0079627,53.29,-110.87,311
ABBT0098371,53.13,-110.83,311
ABBT0110581,53.49,-110.97,311
ABBT0110580,53.49,-110.97,311
ABBT0110579,53.49,-110.97,311
ABBT0110578,53.49,-110.97,311
ABBT0110576,53.49,-110.97,311
ABBT0110082,53.49,-110.97,311
ABBT0103809,53.52,-111.0,311
ABBT0103713,53.07,-110.08,311
ABBT0103703,53.54,-111.0,311
ABBT0102817,53.5,-110.97,311
ABBT0102816,53.5,-110.98,311
ABBT0102814,53.5,-110.98,311
ABBT0102813,53.51,-110.99,311
ABBT0102812,53.51,-110.99,311
ABBT0102811,53.51,-110.99,311
ABBT0116704,53.23,-110.86,311
ABBT0129786,53.45,-110.36,311
ABBT0126451,53.42,-110.57,311
ABBT0127836,53.18,-110.75,311
ABBT0127839,53.16,-110.44,311
ABBT0127845,53.22,-110.15,311
ABBT0128154,53.09,-110.74,311
ABBT0128160,53.31,-110.31,311
ABBT0124388,53.29,-110.62,311
ABBT0059049,53.32,-110.12,311
ABBT0082010,53.16,-110.69,311
ABBT0082176,53.01,-110.75,311
ABBT0149545,53.33,-110.12,311
ABBT0160561,53.09,-110.62,311
ABBT0160534,53.39,-110.29,311
ABBT0150418,53.39,-110.32,311
ABBT0124387,53.39,-110.3,311
ABBT0089695,53.39,-110.3,311
ABBT0080475,53.39,-110.28,311
ABBT0150383,53.36,-110.13,311
ABBT0119495,53.34,-110.05,311
ABBT0123053,53.34,-110.05,311
ABBT0153319,53.18,-110.77,311
ABBT0153659,53.37,-110.85,311
ABBT0062809,53.32,-110.09,311
ABBT0090797,53.27,-110.11,311
ABBT0111703,53.34,-111.23,311
ABBT0154014,53.35,-111.23,311
ABBT0123468,53.35,-111.23,311
ABBT0090913,53.52,-110.09,311
ABBT0092018,53.25,-110.06,311
ABBT0098770,53.15,-110.02,311
ABBT0143465,53.54,-110.65,311
ABBT0099898,53.18,-110.03,311
ABBT0099990,53.27,-110.11,311
ABBT0104145,53.29,-110.13,311
ABBT0104308,53.3,-110.14,311
ABBT0104527,53.38,-110.03,311
ABBT0110956,53.29,-110.1,311
ABBT0147142,53.14,-110.76,311
