Site ID,Survey Level,Method,Start Date,End Date,"""Measured"" Rate (g/s)","""Estimated"" Volume Emitted (Kg Methane)",Site Type,Site Measured
ABBT0041054,,,2022-01-01,2022-01-01,0.0,0.0,322,True
ABBT0041054,,,2022-01-01,2022-01-09,1.4319025600000002,989.7310494720002,322,True
ABBT0041054,,,2022-01-09,2022-12-31,1.809490352,55657.02804295681,322,True
ABBT0041054,,,2022-12-31,2022-12-31,0.0,0.0,322,True
ABBT0046185,,,2022-01-01,2022-01-01,0.0,0.0,361,True
ABBT0046185,,,2022-01-01,2022-01-04,0.856900143,222.1085170656,361,True
ABBT0046185,,,2022-01-04,2022-12-31,1.2780226009999998,39862.036134230395,361,True
ABBT0046185,,,2022-12-31,2022-12-31,0.0,0.0,361,True
ABBT0049895,,,2022-01-01,2022-01-01,0.0,0.0,361,True
ABBT0049895,,,2022-01-01,2022-01-11,0.42845007300000004,370.1808630720001,361,True
ABBT0049895,,,2022-01-11,2022-12-31,0.6163818939999999,18852.4100571264,361,True
ABBT0049895,,,2022-12-31,2022-12-31,0.0,0.0,361,True
ABBT0053846,,,2022-01-01,2022-01-01,0.0,0.0,311,True
ABBT0053846,,,2022-01-01,2022-01-08,0.4413811609999999,266.9473261728,311,True
ABBT0053846,,,2022-01-08,2022-12-31,0.9172452269999999,28292.245577769598,311,True
ABBT0053846,,,2022-12-31,2022-12-31,0.0,0.0,311,True
ABBT0056167,,,2022-01-01,2022-01-01,0.0,0.0,311,True
ABBT0056167,,,2022-01-01,2022-01-10,0.806468901,627.1102174176,311,True
ABBT0056167,,,2022-01-10,2022-12-31,1.1137977759999997,34162.405385472,311,True
ABBT0056167,,,2022-12-31,2022-12-31,0.0,0.0,311,True
ABBT0057718,,,2022-01-01,2022-01-01,0.0,0.0,311,True
ABBT0057718,,,2022-01-01,2022-01-02,0.511640077,44.20570265280001,311,True
ABBT0057718,,,2022-01-02,2022-12-31,0.8603484359999999,26983.2800679552,311,True
ABBT0057718,,,2022-12-31,2022-12-31,0.0,0.0,311,True
ABBT0060977,,,2022-01-01,2022-01-01,0.0,0.0,311,True
ABBT0060977,,,2022-01-01,2022-01-08,0.63577853,384.518854944,311,True
ABBT0060977,,,2022-01-08,2022-12-31,1.126728865,34753.726495152005,311,True
ABBT0060977,,,2022-12-31,2022-12-31,0.0,0.0,311,True
ABBT0061367,,,2022-01-01,2022-01-01,0.0,0.0,362,True
ABBT0061367,,,2022-01-01,2022-01-02,1.115521922,96.38109406080001,362,True
ABBT0061367,,,2022-01-02,2022-12-31,1.4668164979999998,46004.059190073596,362,True
ABBT0061367,,,2022-12-31,2022-12-31,0.0,0.0,362,True
ABBT0063185,,,2022-01-01,2022-01-01,0.0,0.0,361,True
ABBT0063185,,,2022-01-01,2022-01-02,0.911641754,78.76584754560001,361,True
ABBT0063185,,,2022-01-02,2022-12-31,1.329315919,41691.6010307808,361,True
ABBT0063185,,,2022-12-31,2022-12-31,0.0,0.0,361,True
ABBT0066911,,,2022-01-01,2022-01-01,0.0,0.0,361,True
ABBT0066911,,,2022-01-01,2022-01-03,0.7508652159999999,129.7495093248,361,True
ABBT0066911,,,2022-01-03,2022-12-31,1.3530229149999997,42318.22710787199,361,True
ABBT0066911,,,2022-12-31,2022-12-31,0.0,0.0,361,True
ABBT0067764,,,2022-01-01,2022-01-01,0.0,0.0,361,True
ABBT0067764,,,2022-01-01,2022-01-02,0.8168137689999999,70.5727096416,361,True
ABBT0067764,,,2022-01-02,2022-12-31,1.145263424,35919.1258195968,361,True
ABBT0067764,,,2022-12-31,2022-12-31,0.0,0.0,361,True
ABBT0067909,,,2022-01-01,2022-01-01,0.0,0.0,322,True
ABBT0067909,,,2022-01-01,2022-01-07,0.7258651149999998,376.2884756159999,322,True
ABBT0067909,,,2022-01-07,2022-12-31,1.316815868,40730.6949762816,322,True
ABBT0067909,,,2022-12-31,2022-12-31,0.0,0.0,322,True
ABBT0075119,,,2022-01-01,2022-01-01,0.0,0.0,321,True
ABBT0075119,,,2022-01-01,2022-01-02,0.9090555379999999,78.5423984832,321,True
ABBT0075119,,,2022-01-02,2022-12-31,1.33750561,41948.45594755201,321,True
ABBT0075119,,,2022-12-31,2022-12-31,0.0,0.0,321,True
ABBT0075477,,,2022-01-01,2022-01-01,0.0,0.0,311,True
ABBT0075477,,,2022-01-01,2022-01-08,0.537502253,325.0813626144,311,True
ABBT0075477,,,2022-01-08,2022-12-31,0.777589467,23984.5915917216,311,True
ABBT0075477,,,2022-12-31,2022-12-31,0.0,0.0,311,True
ABBT0076385,,,2022-01-01,2022-01-01,0.0,0.0,361,True
ABBT0076385,,,2022-01-01,2022-01-02,0.54224365,46.84985136,361,True
ABBT0076385,,,2022-01-02,2022-12-31,1.059487201,33228.908982403205,361,True
ABBT0076385,,,2022-12-31,2022-12-31,0.0,0.0,361,True
ABBT0081637,,,2022-01-01,2022-01-01,0.0,0.0,322,True
ABBT0081637,,,2022-01-01,2022-01-06,0.9969869419999999,430.69835894399995,322,True
ABBT0081637,,,2022-01-06,2022-12-31,1.3616436429999998,42234.917861116795,322,True
ABBT0081637,,,2022-12-31,2022-12-31,0.0,0.0,322,True
ABBT0086951,,,2022-01-01,2022-01-01,0.0,0.0,321,True
ABBT0086951,,,2022-01-01,2022-01-03,0.864227762,149.3385572736,321,True
ABBT0086951,,,2022-01-03,2022-12-31,0.956469527,29915.306102073602,321,True
ABBT0086951,,,2022-12-31,2022-12-31,0.0,0.0,321,True
ABBT0088795,,,2022-01-01,2022-01-01,0.0,0.0,361,True
ABBT0088795,,,2022-01-01,2022-01-04,0.7176754229999999,186.0214696416,361,True
ABBT0088795,,,2022-01-04,2022-12-31,1.1387978789999997,35519.56136516159,361,True
ABBT0088795,,,2022-12-31,2022-12-31,0.0,0.0,361,True
ABBT0090034,,,2022-01-01,2022-01-01,0.0,0.0,311,True
ABBT0090034,,,2022-01-01,2022-01-10,0.4939675889999999,384.1091972063999,311,True
ABBT0090034,,,2022-01-10,2022-12-31,0.880176104,26996.761461888,311,True
ABBT0090034,,,2022-12-31,2022-12-31,0.0,0.0,311,True
ABBT0092112,,,2022-01-01,2022-01-01,0.979745489,0.0,361,True
ABBT0092112,,,2022-01-01,2022-01-01,0.0,0.0,361,True
ABBT0092112,,,2022-01-01,2022-12-31,1.318108977,41454.0000830592,361,True
ABBT0092112,,,2022-12-31,2022-12-31,0.0,0.0,361,True
ABBT0093055,,,2022-01-01,2022-01-01,0.0,0.0,351,True
ABBT0093055,,,2022-01-01,2022-01-10,0.668968322,520.1897671872,351,True
ABBT0093055,,,2022-01-10,2022-12-31,0.9086244980000001,27869.330602656006,351,True
ABBT0093055,,,2022-12-31,2022-12-31,0.0,0.0,351,True
ABBT0093081,,,2022-01-01,2022-01-01,0.0,0.0,362,True
